mpn_id	syn1_id	is_rbh	pident	align_len	mpn_len	syn1_len	mpn_cov_pct	syn1_cov_pct	evalue	bitscore	mpn_primary_id	mpn_locus_tag	mpn_gene	mpn_product	mpn_seqid	mpn_start_1b	mpn_end_1b	mpn_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
MPN_RS01030|secY|NC_000912.1	MMSYN1_0652|secY|CP002027.1	True	38.816	456	477	482	95.59748427672956	94.60580912863071	6.460000000000001e-107	322.0	MPN_RS01030	MPN_RS01030	secY	preprotein translocase subunit SecY	NC_000912.1	227523	228956	+	MMSYN1_0652	MMSYN1_0652	secY	preprotein translocase, SecY subunit	CP002027.1	795246	796694	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00940|rplD|NC_000912.1	MMSYN1_0670|rplD|CP002027.1	True	38.35	206	212	208	97.16981132075472	99.03846153846153	4.39e-42	137.0	MPN_RS00940	MPN_RS00940	rplD	50S ribosomal protein L4	NC_000912.1	218833	219471	+	MMSYN1_0670	MMSYN1_0670	rplD	ribosomal protein L4/L1 family	CP002027.1	804405	805031	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02990|trmB|NC_000912.1	MMSYN1_0156|trmB|CP002027.1	True	38.333	180	210	221	85.71428571428571	81.44796380090497	1.05e-33	115.0	MPN_RS02990	MPN_RS02990	trmB	tRNA (guanosine(46)-N7)-methyltransferase TrmB	NC_000912.1	643251	643883	+	MMSYN1_0156	MMSYN1_0156	trmB	tRNA (guanine-N(7)-)-methyltransferase	CP002027.1	201664	202329	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00425||NC_000912.1	MMSYN1_0743|fruA|CP002027.1	True	38.301	671	694	678	96.68587896253602	98.96755162241888	7.03e-135	408.0	MPN_RS00425	MPN_RS00425		fructose-specific PTS transporter subunit EIIC	NC_000912.1	93191	95275	+	MMSYN1_0743	MMSYN1_0743	fruA	PTS system, Fructose specific IIB subunit family	CP002027.1	873360	875396	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00325|tsaD|NC_000912.1	MMSYN1_0079||CP002027.1	True	38.272	324	319	318	101.56739811912226	101.88679245283019	1.45e-69	214.0	MPN_RS00325	MPN_RS00325	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	NC_000912.1	75243	76202	+	MMSYN1_0079	MMSYN1_0079		probable O-sialoglycoprotein endopeptidase (Glycoprotease)	CP002027.1	108243	109199	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00445||NC_000912.1	MMSYN1_0316|tkt|CP002027.1	True	38.204	657	648	656	101.38888888888889	100.15243902439025	6.81e-125	380.0	MPN_RS00445	MPN_RS00445		transketolase	NC_000912.1	101985	103931	+	MMSYN1_0316	MMSYN1_0316	tkt	transketolase	CP002027.1	400694	402664	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03220|udk|NC_000912.1	MMSYN1_0491|udk|CP002027.1	True	38.049	205	213	207	96.24413145539906	99.03381642512078	1.8199999999999998e-45	145.0	MPN_RS03220	MPN_RS03220	udk	uridine kinase	NC_000912.1	681847	682488	+	MMSYN1_0491	MMSYN1_0491	udk	uridine kinase	CP002027.1	600698	601321	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03580|tsf|NC_000912.1	MMSYN1_0539|tsf|CP002027.1	True	38.047	297	298	295	99.66442953020135	100.67796610169492	1.32e-70	216.0	MPN_RS03580	MPN_RS03580	tsf	translation elongation factor Ts	NC_000912.1	757870	758766	+	MMSYN1_0539	MMSYN1_0539	tsf	translation elongation factor Ts	CP002027.1	646016	646903	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00600|pheS|NC_000912.1	MMSYN1_0529|pheS|CP002027.1	True	38.04	347	341	350	101.75953079178886	99.14285714285714	1.01e-77	237.0	MPN_RS00600	MPN_RS00600	pheS	phenylalanine--tRNA ligase subunit alpha	NC_000912.1	135731	136756	+	MMSYN1_0529	MMSYN1_0529	pheS	phenylalanyl-tRNA synthetase, alpha subunit	CP002027.1	631033	632085	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00305||NC_000912.1	MMSYN1_0197||CP002027.1	True	37.874	301	560	351	53.75	85.75498575498575	8.65e-59	195.0	MPN_RS00305	MPN_RS00305		ATP-binding cassette domain-containing protein	NC_000912.1	70404	72086	+	MMSYN1_0197	MMSYN1_0197		spermidine/putrescine import ATP-binding protein PotA	CP002027.1	261300	262355	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01450|trxA|NC_000912.1	MMSYN1_0065|trxA|CP002027.1	True	37.805	82	102	102	80.3921568627451	80.3921568627451	1.08e-19	72.4	MPN_RS01450	MPN_RS01450	trxA	thioredoxin	NC_000912.1	315874	316182	+	MMSYN1_0065	MMSYN1_0065	trxA	thioredoxin	CP002027.1	90866	91174	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01385||NC_000912.1	MMSYN1_0445|pgi|CP002027.1	True	37.745	408	430	427	94.88372093023256	95.5503512880562	2.3200000000000003e-79	247.0	MPN_RS01385	MPN_RS01385		glucose-6-phosphate isomerase	NC_000912.1	301113	302405	+	MMSYN1_0445	MMSYN1_0445	pgi	glucose-6-phosphate isomerase	CP002027.1	550494	551777	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03585|pyrH|NC_000912.1	MMSYN1_0537|pyrH|CP002027.1	True	37.712	236	242	237	97.52066115702479	99.57805907172995	6.790000000000001e-47	151.0	MPN_RS03585	MPN_RS03585	pyrH	UMP kinase	NC_000912.1	758747	759475	+	MMSYN1_0537	MMSYN1_0537	pyrH	UMP kinase	CP002027.1	644564	645277	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01320|gatA|NC_000912.1	MMSYN1_0688|gatA|CP002027.1	True	37.552	482	478	485	100.83682008368201	99.38144329896907	1.81e-100	305.0	MPN_RS01320	MPN_RS01320	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	NC_000912.1	288830	290266	+	MMSYN1_0688	MMSYN1_0688	gatA	glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADTsubunit A)	CP002027.1	820573	822030	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03200|rsmG|NC_000912.1	MMSYN1_0874|gidB|CP002027.1	True	37.5	168	191	231	87.95811518324608	72.72727272727273	3.44e-26	95.9	MPN_RS03200	MPN_RS03200	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	NC_000912.1	679163	679738	+	MMSYN1_0874	MMSYN1_0874	gidB	16S rRNA methyltransferase GidB	CP002027.1	1029742	1030437	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02740|valS|NC_000912.1	MMSYN1_0260|valS|CP002027.1	True	37.384	864	838	872	103.10262529832936	99.08256880733946	0.0	597.0	MPN_RS02740	MPN_RS02740	valS	valine--tRNA ligase	NC_000912.1	583403	585919	-	MMSYN1_0260	MMSYN1_0260	valS	valine--tRNA ligase	CP002027.1	336014	338632	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01070|rplQ|NC_000912.1	MMSYN1_0644|rplQ|CP002027.1	True	37.288	118	124	119	95.16129032258064	99.15966386554622	1.61e-25	88.6	MPN_RS01070	MPN_RS01070	rplQ	50S ribosomal protein L17	NC_000912.1	232434	232808	+	MMSYN1_0644	MMSYN1_0644	rplQ	ribosomal protein L17	CP002027.1	791151	791510	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02190||NC_000912.1	MMSYN1_0224||CP002027.1	True	37.261	314	339	334	92.62536873156343	94.0119760479042	1.88e-75	231.0	MPN_RS02190	MPN_RS02190		lipoate--protein ligase	NC_000912.1	465427	466446	-	MMSYN1_0224	MMSYN1_0224		probable lipoate-protein ligase A (Lipoate--proteinligase)	CP002027.1	289757	290761	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00405||NC_000912.1	MMSYN1_0114||CP002027.1	True	37.22	223	299	306	74.58193979933111	72.87581699346406	1.31e-35	125.0	MPN_RS00405	MPN_RS00405		glycosyltransferase family 2 protein	NC_000912.1	88348	89247	+	MMSYN1_0114	MMSYN1_0114		glycosyltransferase	CP002027.1	148943	149863	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01955||NC_000912.1	MMSYN1_0431||CP002027.1	True	37.023	262	281	257	93.23843416370107	101.94552529182879	4.8999999999999996e-55	174.0	MPN_RS01955	MPN_RS01955		TIGR00282 family metallophosphoesterase	NC_000912.1	416554	417399	+	MMSYN1_0431	MMSYN1_0431		conserved hypothetical protein	CP002027.1	533614	534387	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01535|glf|NC_000912.1	MMSYN1_0814|glf|CP002027.1	True	37.0	400	399	395	100.25062656641605	101.26582278481013	8.139999999999999e-90	272.0	MPN_RS01535	MPN_RS01535	glf	UDP-galactopyranose mutase	NC_000912.1	328285	329484	+	MMSYN1_0814	MMSYN1_0814	glf	UDP-galactopyranose mutase	CP002027.1	957238	958425	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03745|ytpR|NC_000912.1	MMSYN1_0615||CP002027.1	True	36.97	165	234	202	70.51282051282051	81.68316831683168	5.29e-24	90.5	MPN_RS03745	MPN_RS03745	ytpR	YtpR family tRNA-binding protein	NC_000912.1	786558	787262	-	MMSYN1_0615	MMSYN1_0615		phenylalanine-tRNA ligase	CP002027.1	761690	762298	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01035||NC_000912.1	MMSYN1_0651|adk|CP002027.1	True	36.967	211	215	213	98.13953488372093	99.06103286384976	6.53e-42	136.0	MPN_RS01035	MPN_RS01035		nucleoside monophosphate kinase	NC_000912.1	228950	229597	+	MMSYN1_0651	MMSYN1_0651	adk	adenylate kinase	CP002027.1	794477	795118	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03230|obgE|NC_000912.1	MMSYN1_0377|cgtA|CP002027.1	True	36.636	434	433	433	100.2309468822171	100.2309468822171	5.83e-68	218.0	MPN_RS03230	MPN_RS03230	obgE	GTPase ObgE	NC_000912.1	683224	684525	-	MMSYN1_0377	MMSYN1_0377	cgtA	Obg family GTPase CgtA	CP002027.1	465510	466811	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00045||NC_000912.1	MMSYN1_0829||CP002027.1	True	36.397	272	261	265	104.21455938697318	102.64150943396227	7.16e-49	157.0	MPN_RS00045	MPN_RS00045		TatD family hydrolase	NC_000912.1	11275	12060	+	MMSYN1_0829	MMSYN1_0829		deoxyribonuclease, TatD family	CP002027.1	975825	976622	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03160|thiI|NC_000912.1	MMSYN1_0240|thiI|CP002027.1	True	36.387	382	387	395	98.70801033591731	96.70886075949367	1.8099999999999999e-62	201.0	MPN_RS03160	MPN_RS03160	thiI	tRNA uracil 4-sulfurtransferase ThiI	NC_000912.1	670253	671416	-	MMSYN1_0240	MMSYN1_0240	thiI	thiamine biosynthesis/tRNA modification protein ThiI	CP002027.1	307283	308470	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01360|def|NC_000912.1	MMSYN1_0201|def|CP002027.1	True	36.126	191	193	200	98.96373056994818	95.5	3.71e-33	113.0	MPN_RS01360	MPN_RS01360	def	peptide deformylase	NC_000912.1	297138	297719	-	MMSYN1_0201	MMSYN1_0201	def	peptide deformylase	CP002027.1	264058	264660	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01770|mraZ|NC_000912.1	MMSYN1_0525|mraZ|CP002027.1	True	35.772	123	141	133	87.23404255319149	92.4812030075188	2.78e-26	91.7	MPN_RS01770	MPN_RS01770	mraZ	division/cell wall cluster transcriptional repressor MraZ	NC_000912.1	373414	373839	+	MMSYN1_0525	MMSYN1_0525	mraZ	protein MraZ	CP002027.1	627420	627821	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03090|ruvB|NC_000912.1	MMSYN1_0484|ruvB|CP002027.1	True	35.762	302	307	307	98.37133550488599	98.37133550488599	1.5500000000000001e-66	206.0	MPN_RS03090	MPN_RS03090	ruvB	Holliday junction branch migration DNA helicase RuvB	NC_000912.1	657517	658440	+	MMSYN1_0484	MMSYN1_0484	ruvB	holliday junction ATP-dependent DNA helicase RuvB	CP002027.1	591214	592137	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01290|rplI|NC_000912.1	MMSYN1_0833|rplI|CP002027.1	True	35.714	126	149	147	84.56375838926175	85.71428571428571	1.8e-19	74.7	MPN_RS01290	MPN_RS01290	rplI	50S ribosomal protein L9	NC_000912.1	281237	281686	+	MMSYN1_0833	MMSYN1_0833	rplI	ribosomal protein L9	CP002027.1	979205	979648	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02720|cmk|NC_000912.1	MMSYN1_0347|cmk|CP002027.1	True	35.681	213	217	220	98.15668202764977	96.81818181818181	2.6399999999999998e-45	145.0	MPN_RS02720	MPN_RS02720	cmk	(d)CMP kinase	NC_000912.1	580759	581412	-	MMSYN1_0347	MMSYN1_0347	cmk	cytidylate kinase	CP002027.1	438115	438777	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03535|rpsO|NC_000912.1	MMSYN1_0294|rpsO|CP002027.1	True	35.443	79	86	88	91.86046511627907	89.77272727272727	3.23e-14	57.4	MPN_RS03535	MPN_RS03535	rpsO	30S ribosomal protein S15	NC_000912.1	749432	749692	-	MMSYN1_0294	MMSYN1_0294	rpsO	ribosomal protein S15	CP002027.1	375967	376233	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03680||NC_000912.1	MMSYN1_0023||CP002027.1	True	35.431	429	407	519	105.4054054054054	82.65895953757226	1.54e-66	216.0	MPN_RS03680	MPN_RS03680		PTS transporter subunit EIIC	NC_000912.1	776253	777476	+	MMSYN1_0023	MMSYN1_0023		PTS system, mannitol-permease iibc component	CP002027.1	39679	41238	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01400|pgsA|NC_000912.1	MMSYN1_0875|pgsA|CP002027.1	True	35.323	201	227	198	88.54625550660793	101.51515151515152	7.21e-31	108.0	MPN_RS01400	MPN_RS01400	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	NC_000912.1	304361	305044	+	MMSYN1_0875	MMSYN1_0875	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CP002027.1	1030437	1031033	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01650||NC_000912.1	MMSYN1_0512|plsC|CP002027.1	True	35.294	221	266	312	83.0827067669173	70.83333333333333	2.83e-33	118.0	MPN_RS01650	MPN_RS01650		1-acyl-sn-glycerol-3-phosphate acyltransferase	NC_000912.1	352734	353534	+	MMSYN1_0512	MMSYN1_0512	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	CP002027.1	613310	614248	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00395|rnmV|NC_000912.1	MMSYN1_0003|rnmV|CP002027.1	True	35.196	179	178	180	100.56179775280899	99.44444444444444	5.79e-34	114.0	MPN_RS00395	MPN_RS00395	rnmV	ribonuclease M5	NC_000912.1	86410	86946	-	MMSYN1_0003	MMSYN1_0003	rnmV	ribonuclease M5	CP002027.1	2675	3217	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03140|plsX|NC_000912.1	MMSYN1_0419|plsX|CP002027.1	True	35.061	328	328	334	100.0	98.20359281437126	1.03e-62	198.0	MPN_RS03140	MPN_RS03140	plsX	phosphate acyltransferase PlsX	NC_000912.1	665599	666585	-	MMSYN1_0419	MMSYN1_0419	plsX	fatty acid/phospholipid synthesis protein PlsX	CP002027.1	523103	524107	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02985|trmL|NC_000912.1	MMSYN1_0548||CP002027.1	True	34.969	163	166	181	98.19277108433735	90.05524861878453	2.95e-33	112.0	MPN_RS02985	MPN_RS02985	trmL	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL	NC_000912.1	642760	643260	+	MMSYN1_0548	MMSYN1_0548		rRNA Methylase	CP002027.1	655817	656362	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01240|pth|NC_000912.1	MMSYN1_0832|pth|CP002027.1	True	34.946	186	188	186	98.93617021276596	100.0	1.15e-36	121.0	MPN_RS01240	MPN_RS01240	pth	aminoacyl-tRNA hydrolase	NC_000912.1	273142	273708	+	MMSYN1_0832	MMSYN1_0832	pth	aminoacyl-tRNA hydrolase	CP002027.1	978524	979084	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01615||NC_000912.1	MMSYN1_0517||CP002027.1	True	34.768	302	309	310	97.73462783171522	97.41935483870968	4.7200000000000005e-58	184.0	MPN_RS01615	MPN_RS01615		RluA family pseudouridine synthase	NC_000912.1	348875	349804	-	MMSYN1_0517	MMSYN1_0517		ribosomal large subunit pseudouridine synthase D	CP002027.1	617662	618594	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01295||NC_000912.1	MMSYN1_0834|dnaB|CP002027.1	True	34.254	362	473	438	76.53276955602537	82.64840182648402	3.65e-53	180.0	MPN_RS01295	MPN_RS01295		replicative DNA helicase	NC_000912.1	281673	283094	+	MMSYN1_0834	MMSYN1_0834	dnaB	replicative DNA helicase	CP002027.1	979651	980967	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02775||NC_000912.1	MMSYN1_0441||CP002027.1	True	34.165	401	408	412	98.2843137254902	97.33009708737865	5.07e-69	219.0	MPN_RS02775	MPN_RS02775		cysteine desulfurase	NC_000912.1	590569	591795	+	MMSYN1_0441	MMSYN1_0441		probable cysteine desulfurase	CP002027.1	546124	547362	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01660|scpB|NC_000912.1	MMSYN1_0328|scpB|CP002027.1	True	34.104	173	208	209	83.17307692307692	82.77511961722487	2.6e-24	90.9	MPN_RS01660	MPN_RS01660	scpB	SMC-Scp complex subunit ScpB	NC_000912.1	355039	355665	+	MMSYN1_0328	MMSYN1_0328	scpB	segregation and condensation protein B	CP002027.1	417360	417989	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02200||NC_000912.1	MMSYN1_0227|pdhC|CP002027.1	True	33.787	441	402	441	109.70149253731343	100.0	1.2500000000000001e-70	224.0	MPN_RS02200	MPN_RS02200		dihydrolipoamide acetyltransferase family protein	NC_000912.1	467847	469055	-	MMSYN1_0227	MMSYN1_0227	pdhC	dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	CP002027.1	292935	294260	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01435||NC_000912.1	MMSYN1_0008||CP002027.1	True	33.548	310	311	325	99.67845659163987	95.38461538461539	4.97e-35	125.0	MPN_RS01435	MPN_RS01435		ABC transporter permease	NC_000912.1	311284	312219	+	MMSYN1_0008	MMSYN1_0008		ribose/Galactose ABC transporter, permease component II	CP002027.1	9991	10968	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00235|hisS|NC_000912.1	MMSYN1_0288|hisS|CP002027.1	True	33.333	423	414	414	102.17391304347827	102.17391304347827	2.09e-71	226.0	MPN_RS00235	MPN_RS00235	hisS	histidine--tRNA ligase	NC_000912.1	53077	54321	+	MMSYN1_0288	MMSYN1_0288	hisS	histidine--tRNA ligase	CP002027.1	368440	369684	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00120||NC_000912.1	MMSYN1_0541|dnaJ|CP002027.1	True	33.333	366	390	372	93.84615384615384	98.38709677419355	4.2399999999999995e-45	155.0	MPN_RS00120	MPN_RS00120		DnaJ C-terminal domain-containing protein	NC_000912.1	26160	27332	+	MMSYN1_0541	MMSYN1_0541	dnaJ	chaperone protein DnaJ	CP002027.1	648001	649119	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01420|galE|NC_000912.1	MMSYN1_0813|galE|CP002027.1	True	33.234	334	338	332	98.81656804733728	100.60240963855422	1.4199999999999998e-46	156.0	MPN_RS01420	MPN_RS01420	galE	UDP-glucose 4-epimerase GalE	NC_000912.1	306965	307981	+	MMSYN1_0813	MMSYN1_0813	galE	UDP-glucose 4-epimerase	CP002027.1	956226	957224	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
