locus_tag	name	chrom	start0	end0	strand	syn3A_locus_tag	syn3A_name	syn3A_start0	syn3A_end0	syn1_upstream_locus	syn1_upstream_dist	syn1_downstream_locus	syn1_downstream_dist	syn3A_upstream_locus	syn3A_upstream_dist	syn3A_downstream_locus	syn3A_downstream_dist	syn1_cw_neighbor	syn1_cw_dist	syn1_cw_strand	syn1_ccw_neighbor	syn1_ccw_dist	syn1_ccw_strand	syn3A_cw_neighbor	syn3A_cw_dist	syn3A_cw_strand	syn3A_ccw_neighbor	syn3A_ccw_dist	syn3A_ccw_strand	unaltered_ccw_bps	unaltered_cw_bps	cw_context_changed	ccw_context_changed	gene_impact_class
MMSYN1_0411		CP002027.1	509470	510985	+	JCVISYN3A_0411	JCVISYN3A_0411	257950.0	259465.0	MMSYN1_0410	39	MMSYN1_0412	115	JCVISYN3A_0410	39	JCVISYN3A_0412	115	MMSYN1_0412	115	+	MMSYN1_0410	39	+	JCVISYN3A_0412	115	+	JCVISYN3A_0410	39	+	20232	10852	False	False	unaffected
MMSYN1_0412		CP002027.1	511100	515255	+	JCVISYN3A_0412	JCVISYN3A_0412	259580.0	263735.0	MMSYN1_0411	115	MMSYN1_0413	11	JCVISYN3A_0411	115	JCVISYN3A_0413	11	MMSYN1_0413	11	+	MMSYN1_0411	115	+	JCVISYN3A_0413	11	+	JCVISYN3A_0411	115	+	21862	6582	False	False	unaffected
MMSYN1_0413	apt	CP002027.1	515266	515779	+	JCVISYN3A_0413	apt	263746.0	264259.0	MMSYN1_0412	11	MMSYN1_0414	82	JCVISYN3A_0412	11	JCVISYN3A_0414	82	MMSYN1_0414	82	+	MMSYN1_0412	11	+	JCVISYN3A_0414	82	+	JCVISYN3A_0412	11	+	26028	6058	False	False	unaffected
MMSYN1_0414		CP002027.1	515861	518126	+	JCVISYN3A_0414	relA	264341.0	266606.0	MMSYN1_0413	82	MMSYN1_0422	8161	JCVISYN3A_0413	82	JCVISYN3A_0422	7715	MMSYN1_0415	36	-	MMSYN1_0413	82	+	JCVISYN3A_0415	36	-	JCVISYN3A_0413	82	+	26623	3711	False	False	unaffected
MMSYN1_0415	smc	CP002027.1	518162	521129	-	JCVISYN3A_0415	smc	266642.0	269609.0	MMSYN1_0416	305	MMSYN1_0398	26420	JCVISYN3A_0416	305	JCVISYN3A_0398	26420	MMSYN1_0416	305	-	MMSYN1_0414	36	+	JCVISYN3A_0416	305	-	JCVISYN3A_0414	36	+	28924	708	False	False	unaffected
MMSYN1_0416		CP002027.1	521434	521824	-	JCVISYN3A_0416	JCVISYN3A_0416	269914.0	270304.0	MMSYN1_0417	2	MMSYN1_0415	305	JCVISYN3A_0418	144	JCVISYN3A_0415	305	MMSYN1_0417	2	-	MMSYN1_0415	305	-	JCVISYN3A_0418	144	-	JCVISYN3A_0415	305	-	32196	13	True	False	promoter_lost
MMSYN1_0418	rnc	CP002027.1	522414	523113	-	JCVISYN3A_0418	JCVISYN3A_0418	270448.0	271147.0	MMSYN1_0419	-11	MMSYN1_0417	132	JCVISYN3A_0419	-11	JCVISYN3A_0416	144	MMSYN1_0419	-11	-	MMSYN1_0417	132	-	JCVISYN3A_0419	-11	-	JCVISYN3A_0416	144	-	132	15585	False	True	unaffected
MMSYN1_0419	plsX	CP002027.1	523102	524107	-	JCVISYN3A_0419	plsX	271136.0	272141.0	MMSYN1_0420	32	MMSYN1_0418	-11	JCVISYN3A_0420	32	JCVISYN3A_0418	-11	MMSYN1_0420	32	-	MMSYN1_0418	-11	-	JCVISYN3A_0420	32	-	JCVISYN3A_0418	-11	-	820	14591	False	False	unaffected
MMSYN1_0420		CP002027.1	524139	525783	-	JCVISYN3A_0420	fakA	272173.0	273817.0	MMSYN1_0421	24	MMSYN1_0419	32	JCVISYN3A_0421	24	JCVISYN3A_0419	32	MMSYN1_0421	24	-	MMSYN1_0419	32	-	JCVISYN3A_0421	24	-	JCVISYN3A_0419	32	-	1857	12915	False	False	unaffected
MMSYN1_0421		CP002027.1	525807	526119	-	JCVISYN3A_0421	JCVISYN3A_0421	273841.0	274153.0	MMSYN1_0438	14308	MMSYN1_0420	24	JCVISYN3A_0438	13662	JCVISYN3A_0420	24	MMSYN1_0422	168	+	MMSYN1_0420	24	-	JCVISYN3A_0422	168	+	JCVISYN3A_0420	24	-	3525	12579	False	False	unaffected
MMSYN1_0422	rpmB	CP002027.1	526287	526485	+	JCVISYN3A_0422	rpmB	274321.0	274519.0	MMSYN1_0414	8161	MMSYN1_0423	63	JCVISYN3A_0414	7715	JCVISYN3A_0423	63	MMSYN1_0423	63	+	MMSYN1_0421	168	-	JCVISYN3A_0423	63	+	JCVISYN3A_0421	168	-	4005	12213	False	False	unaffected
MMSYN1_0423		CP002027.1	526548	526633	+	JCVISYN3A_0423	tRNA-Leu	274582.0	274667.0	MMSYN1_0422	63	MMSYN1_0424	82	JCVISYN3A_0422	63	JCVISYN3A_0424	82	MMSYN1_0424	82	+	MMSYN1_0422	63	+	JCVISYN3A_0424	82	+	JCVISYN3A_0422	63	+	4266	12065	False	False	unaffected
MMSYN1_0424		CP002027.1	526715	527159	+	JCVISYN3A_0424	JCVISYN3A_0424	274749.0	275193.0	MMSYN1_0423	82	MMSYN1_0425	88	JCVISYN3A_0423	82	JCVISYN3A_0425	88	MMSYN1_0425	88	+	MMSYN1_0423	82	+	JCVISYN3A_0425	88	+	JCVISYN3A_0423	82	+	4433	11539	False	False	unaffected
MMSYN1_0425		CP002027.1	527247	528378	+	JCVISYN3A_0425	pstS	275281.0	276412.0	MMSYN1_0424	88	MMSYN1_0426	51	JCVISYN3A_0424	88	JCVISYN3A_0426	51	MMSYN1_0426	51	+	MMSYN1_0424	88	+	JCVISYN3A_0426	51	+	JCVISYN3A_0424	88	+	4965	10320	False	False	unaffected
MMSYN1_0426		CP002027.1	528429	530520	+	JCVISYN3A_0426	pstA	276463.0	278554.0	MMSYN1_0425	51	MMSYN1_0427	-8	JCVISYN3A_0425	51	JCVISYN3A_0427	-8	MMSYN1_0427	-8	+	MMSYN1_0425	51	+	JCVISYN3A_0427	-8	+	JCVISYN3A_0425	51	+	6147	8178	False	False	unaffected
MMSYN1_0427	pstB	CP002027.1	530512	531322	+	JCVISYN3A_0427	pstB	278546.0	279356.0	MMSYN1_0426	-8	MMSYN1_0428	8	JCVISYN3A_0426	-8	JCVISYN3A_0428	8	MMSYN1_0428	8	+	MMSYN1_0426	-8	+	JCVISYN3A_0428	8	+	JCVISYN3A_0426	-8	+	8230	7376	False	False	unaffected
MMSYN1_0428	phoU	CP002027.1	531330	532005	+	JCVISYN3A_0428	phoU	279364.0	280039.0	MMSYN1_0427	8	MMSYN1_0429	66	JCVISYN3A_0427	8	JCVISYN3A_0429	66	MMSYN1_0429	66	+	MMSYN1_0427	8	+	JCVISYN3A_0429	66	+	JCVISYN3A_0427	8	+	9048	6693	False	False	unaffected
MMSYN1_0429		CP002027.1	532071	533301	+	JCVISYN3A_0429	ftsY	280105.0	281335.0	MMSYN1_0428	66	MMSYN1_0430	-11	JCVISYN3A_0428	66	JCVISYN3A_0430	-17	MMSYN1_0430	-11	+	MMSYN1_0428	66	+	JCVISYN3A_0430	-17	+	JCVISYN3A_0428	66	+	9789	5397	False	False	unaffected
MMSYN1_0430		CP002027.1	533290	533626	+	JCVISYN3A_0430	JCVISYN3A_0430	281318.0	281660.0	MMSYN1_0429	-11	MMSYN1_0431	-13	JCVISYN3A_0429	-17	JCVISYN3A_0431	-13	MMSYN1_0431	-13	+	MMSYN1_0429	-11	+	JCVISYN3A_0431	-13	+	JCVISYN3A_0429	-17	+	11008	5072	False	False	unaffected
MMSYN1_0431		CP002027.1	533613	534387	+	JCVISYN3A_0431	JCVISYN3A_0431	281647.0	282421.0	MMSYN1_0430	-13	MMSYN1_0432	209	JCVISYN3A_0430	-13	JCVISYN3A_0432	209	MMSYN1_0432	209	+	MMSYN1_0430	-13	+	JCVISYN3A_0432	209	+	JCVISYN3A_0430	-13	+	11331	4311	False	False	unaffected
MMSYN1_0432	metK	CP002027.1	534596	535760	+	JCVISYN3A_0432	metK	282630.0	283794.0	MMSYN1_0431	209	MMSYN1_0433	-10	JCVISYN3A_0431	209	JCVISYN3A_0433	-10	MMSYN1_0433	-10	+	MMSYN1_0431	209	+	JCVISYN3A_0433	-10	+	JCVISYN3A_0431	209	+	12314	2938	False	False	unaffected
MMSYN1_0433		CP002027.1	535750	536434	+	JCVISYN3A_0433	cutC	283784.0	284468.0	MMSYN1_0432	-10	MMSYN1_0434	-8	JCVISYN3A_0432	-10	JCVISYN3A_0434	-8	MMSYN1_0434	-8	+	MMSYN1_0432	-10	+	JCVISYN3A_0434	-8	+	JCVISYN3A_0432	-10	+	13468	2264	False	False	unaffected
MMSYN1_0434	trmFO	CP002027.1	536426	537743	+	JCVISYN3A_0434	rlmFO	284460.0	285777.0	MMSYN1_0433	-8	MMSYN1_0435	25	JCVISYN3A_0433	-8	JCVISYN3A_0435	25	MMSYN1_0435	25	+	MMSYN1_0433	-8	+	JCVISYN3A_0435	25	+	JCVISYN3A_0433	-8	+	14144	955	False	False	unaffected
MMSYN1_0435		CP002027.1	537768	538698	+	JCVISYN3A_0435	manA	285802.0	286732.0	MMSYN1_0434	25	MMSYN1_0436	-8	JCVISYN3A_0434	25	JCVISYN3A_0437	72	MMSYN1_0436	-8	+	MMSYN1_0434	25	+	JCVISYN3A_0437	72	+	JCVISYN3A_0434	25	+	15486	0	True	False	context_only
MMSYN1_0437		CP002027.1	539416	540397	+	JCVISYN3A_0437	yhaM	286804.0	287785.0	MMSYN1_0436	72	MMSYN1_0441	5726	JCVISYN3A_0435	72	JCVISYN3A_0441	5726	MMSYN1_0438	30	-	MMSYN1_0436	72	+	JCVISYN3A_0438	30	-	JCVISYN3A_0435	72	+	75	11392	False	True	unaffected
MMSYN1_0438		CP002027.1	540427	540826	-	JCVISYN3A_0438	hinT	287815.0	288214.0	MMSYN1_0439	2	MMSYN1_0421	14308	JCVISYN3A_0439	2	JCVISYN3A_0421	13662	MMSYN1_0439	2	-	MMSYN1_0437	30	+	JCVISYN3A_0439	2	-	JCVISYN3A_0437	30	+	1086	10963	False	False	unaffected
MMSYN1_0439		CP002027.1	540828	542985	-	JCVISYN3A_0439	JCVISYN3A_0439	288216.0	290373.0	MMSYN1_0440	-1	MMSYN1_0438	2	JCVISYN3A_0440	-1	JCVISYN3A_0438	2	MMSYN1_0440	-1	-	MMSYN1_0438	2	-	JCVISYN3A_0440	-1	-	JCVISYN3A_0438	2	-	1487	8804	False	False	unaffected
MMSYN1_0440		CP002027.1	542984	545921	-	JCVISYN3A_0440	JCVISYN3A_0440	290372.0	293309.0	MMSYN1_0455	17860	MMSYN1_0439	-1	JCVISYN3A_0475	13813	JCVISYN3A_0439	-1	MMSYN1_0441	202	+	MMSYN1_0439	-1	-	JCVISYN3A_0441	202	+	JCVISYN3A_0439	-1	-	3643	5868	False	False	unaffected
MMSYN1_0441		CP002027.1	546123	547362	+	JCVISYN3A_0441	iscS	293511.0	294750.0	MMSYN1_0437	5726	MMSYN1_0442	2	JCVISYN3A_0437	5726	JCVISYN3A_0442	2	MMSYN1_0442	2	+	MMSYN1_0440	202	-	JCVISYN3A_0442	2	+	JCVISYN3A_0440	202	-	6782	4427	False	False	unaffected
MMSYN1_0442		CP002027.1	547364	547802	+	JCVISYN3A_0442	iscU	294752.0	295190.0	MMSYN1_0441	2	MMSYN1_0443	-8	JCVISYN3A_0441	2	JCVISYN3A_0443	-8	MMSYN1_0443	-8	+	MMSYN1_0441	2	+	JCVISYN3A_0443	-8	+	JCVISYN3A_0441	2	+	8023	3987	False	False	unaffected
MMSYN1_0443	mthfs	CP002027.1	547794	548358	+	JCVISYN3A_0443	yggN	295182.0	295746.0	MMSYN1_0442	-8	MMSYN1_0444	20	JCVISYN3A_0442	-8	JCVISYN3A_0444	20	MMSYN1_0444	20	+	MMSYN1_0442	-8	+	JCVISYN3A_0444	20	+	JCVISYN3A_0442	-8	+	8453	3431	False	False	unaffected
MMSYN1_0444		CP002027.1	548378	550274	+	JCVISYN3A_0444	JCVISYN3A_0444	295766.0	297662.0	MMSYN1_0443	20	MMSYN1_0445	219	JCVISYN3A_0443	20	JCVISYN3A_0445	219	MMSYN1_0445	219	+	MMSYN1_0443	20	+	JCVISYN3A_0445	219	+	JCVISYN3A_0443	20	+	9037	1515	False	False	unaffected
MMSYN1_0445	pgi	CP002027.1	550493	551777	+	JCVISYN3A_0445	pgi	297881.0	299165.0	MMSYN1_0444	219	MMSYN1_0446	11	JCVISYN3A_0444	219	JCVISYN3A_0447	32	MMSYN1_0446	11	+	MMSYN1_0444	219	+	JCVISYN3A_0447	32	+	JCVISYN3A_0444	219	+	11152	12	True	False	promoter_proximity_changed
MMSYN1_0447		CP002027.1	552274	552778	+	JCVISYN3A_0447	dut	299197.0	299701.0	MMSYN1_0446	21	MMSYN1_0448	16	JCVISYN3A_0445	32	JCVISYN3A_0448	16	MMSYN1_0448	16	+	MMSYN1_0446	21	+	JCVISYN3A_0448	16	+	JCVISYN3A_0445	32	+	22	816	False	True	promoter_proximity_changed
MMSYN1_0448		CP002027.1	552794	553562	+	JCVISYN3A_0448	JCVISYN3A_0448	299717.0	300485.0	MMSYN1_0447	16	MMSYN1_0449	82	JCVISYN3A_0447	16	JCVISYN3A_0451	170	MMSYN1_0449	82	+	MMSYN1_0447	16	+	JCVISYN3A_0451	170	+	JCVISYN3A_0447	16	+	542	32	True	False	promoter_proximity_changed
MMSYN1_0451		CP002027.1	555217	556633	+	JCVISYN3A_0451	gapdh	300655.0	302071.0	MMSYN1_0450	161	MMSYN1_0452	186	JCVISYN3A_0448	170	JCVISYN3A_0452	186	MMSYN1_0452	186	+	MMSYN1_0450	161	+	JCVISYN3A_0452	186	+	JCVISYN3A_0448	170	+	138	4923	False	True	readthrough_exposed
MMSYN1_0452	parE	CP002027.1	556819	558751	+	JCVISYN3A_0452	parE	302257.0	304189.0	MMSYN1_0451	186	MMSYN1_0453	1	JCVISYN3A_0451	186	JCVISYN3A_0453	1	MMSYN1_0453	1	+	MMSYN1_0451	186	+	JCVISYN3A_0453	1	+	JCVISYN3A_0451	186	+	1740	2805	False	False	unaffected
MMSYN1_0453	parC	CP002027.1	558752	561449	+	JCVISYN3A_0453	parC	304190.0	306887.0	MMSYN1_0452	1	MMSYN1_0454	107	JCVISYN3A_0452	1	JCVISYN3A_0482	4503	MMSYN1_0454	107	+	MMSYN1_0452	1	+	JCVISYN3A_0475	235	-	JCVISYN3A_0452	1	+	3673	107	True	False	unaffected
MMSYN1_0475	ldh	CP002027.1	582071	583028	-	JCVISYN3A_0475	ldh	307122.0	308079.0	MMSYN1_0476	51	MMSYN1_0471	3151	JCVISYN3A_0478	102	JCVISYN3A_0440	13813	MMSYN1_0476	51	-	MMSYN1_0474	128	+	JCVISYN3A_0478	102	-	JCVISYN3A_0453	235	+	128	52	True	True	promoter_lost
MMSYN1_0478		CP002027.1	585151	585736	-	JCVISYN3A_0478	JCVISYN3A_0478	308181.0	308766.0	MMSYN1_0479	4	MMSYN1_0476	914	JCVISYN3A_0479	4	JCVISYN3A_0475	102	MMSYN1_0479	4	-	MMSYN1_0477	11	+	JCVISYN3A_0479	4	-	JCVISYN3A_0475	102	-	52	1803	False	True	context_only
MMSYN1_0479		CP002027.1	585740	587387	-	JCVISYN3A_0479	JCVISYN3A_0479	308770.0	310417.0	MMSYN1_0481	2223	MMSYN1_0478	4	JCVISYN3A_0481	222	JCVISYN3A_0478	4	MMSYN1_0480	151	+	MMSYN1_0478	4	-	JCVISYN3A_0481	222	-	JCVISYN3A_0478	4	-	641	152	True	False	unaffected
MMSYN1_0481	vlcE	CP002027.1	589610	590048	-	JCVISYN3A_0481	JCVISYN3A_0481	310639.0	311077.0	MMSYN1_0486	3540	MMSYN1_0479	2223	JCVISYN3A_0493	2257	JCVISYN3A_0479	222	MMSYN1_0482	315	+	MMSYN1_0480	71	+	JCVISYN3A_0482	313	+	JCVISYN3A_0479	222	-	71	589	False	True	unaffected
MMSYN1_0482	rpsU	CP002027.1	590363	590528	+	JCVISYN3A_0482	rpsU	311390.0	311555.0	MMSYN1_0480	824	MMSYN1_0483	108	JCVISYN3A_0453	4503	JCVISYN3A_0154	260	MMSYN1_0483	108	+	MMSYN1_0481	315	-	JCVISYN3A_0154	260	+	JCVISYN3A_0481	313	-	824	109	True	False	unaffected
MMSYN1_0493		CP002027.1	601857	603207	-	JCVISYN3A_0493	JCVISYN3A_0493	313334.0	314684.0	MMSYN1_0494	155	MMSYN1_0492	72	JCVISYN3A_0494	155	JCVISYN3A_0481	2257	MMSYN1_0494	155	-	MMSYN1_0492	72	-	JCVISYN3A_0494	155	-	JCVISYN3A_0154	163	+	72	1781	False	True	context_only
MMSYN1_0494		CP002027.1	603362	604043	-	JCVISYN3A_0494	nanE	314839.0	315520.0	MMSYN1_0495	58	MMSYN1_0493	155	JCVISYN3A_0495	58	JCVISYN3A_0493	155	MMSYN1_0495	58	-	MMSYN1_0493	155	-	JCVISYN3A_0495	58	-	JCVISYN3A_0493	155	-	1577	945	False	False	unaffected
MMSYN1_0495		CP002027.1	604101	604977	-	JCVISYN3A_0495	JCVISYN3A_0495	315578.0	316454.0	MMSYN1_0496	-8	MMSYN1_0494	58	JCVISYN3A_0499	174	JCVISYN3A_0494	58	MMSYN1_0496	-8	-	MMSYN1_0494	58	-	JCVISYN3A_0499	174	-	JCVISYN3A_0494	58	-	2316	11	True	False	promoter_lost
MMSYN1_0499	rpmA	CP002027.1	608184	608466	-	JCVISYN3A_0499	rpmA	316628.0	316910.0	MMSYN1_0500	1	MMSYN1_0498	164	JCVISYN3A_0500	1	JCVISYN3A_0495	174	MMSYN1_0500	1	-	MMSYN1_0498	164	-	JCVISYN3A_0500	1	-	JCVISYN3A_0495	174	-	165	6299	False	True	unaffected
MMSYN1_0500		CP002027.1	608467	608731	-	JCVISYN3A_0500	prp%3BysxB	316911.0	317226.0	MMSYN1_0501	53	MMSYN1_0499	1	JCVISYN3A_0501	2	JCVISYN3A_0499	1	MMSYN1_0501	53	-	MMSYN1_0499	1	-	JCVISYN3A_0501	2	-	JCVISYN3A_0499	1	-	448	6034	False	False	unaffected
MMSYN1_0501	rplU	CP002027.1	608784	609087	-	JCVISYN3A_0501	rplU	317228.0	317531.0	MMSYN1_0503	145	MMSYN1_0500	53	JCVISYN3A_0503	145	JCVISYN3A_0500	2	MMSYN1_0503	145	-	MMSYN1_0500	53	-	JCVISYN3A_0503	145	-	JCVISYN3A_0500	2	-	765	5678	False	False	unaffected
MMSYN1_0503		CP002027.1	609232	609634	-	JCVISYN3A_0503	JCVISYN3A_0503	317676.0	318078.0	MMSYN1_0504	22	MMSYN1_0501	145	JCVISYN3A_0504	22	JCVISYN3A_0501	145	MMSYN1_0504	22	-	MMSYN1_0501	145	-	JCVISYN3A_0504	22	-	JCVISYN3A_0501	145	-	1213	5131	False	False	unaffected
MMSYN1_0504		CP002027.1	609656	610544	-	JCVISYN3A_0504	rsmI	318100.0	318988.0	MMSYN1_0506	1541	MMSYN1_0503	22	JCVISYN3A_0930	59	JCVISYN3A_0503	22	MMSYN1_0505	375	+	MMSYN1_0503	22	-	JCVISYN3A_0930	59	-	JCVISYN3A_0503	22	-	1637	4221	True	False	unaffected
MMSYN1_0505		CP002027.1	610919	611993	+	JCVISYN3A_0505	JCVISYN3A_0505	319363.0	320437.0	MMSYN1_0490	10299	MMSYN1_0550	45185	JCVISYN3A_0154	6192	JCVISYN3A_0931	39965	MMSYN1_0506	92	-	MMSYN1_0504	375	-	JCVISYN3A_0506	92	-	JCVISYN3A_0930	172	-	2900	2772	False	True	unaffected
MMSYN1_0506		CP002027.1	612085	612174	-	JCVISYN3A_0506	tRNA-Leu	320529.0	320618.0	MMSYN1_0507	10	MMSYN1_0504	1541	JCVISYN3A_0507	10	JCVISYN3A_0930	1338	MMSYN1_0507	10	-	MMSYN1_0505	92	+	JCVISYN3A_0507	10	-	JCVISYN3A_0505	92	+	4066	2591	False	False	unaffected
MMSYN1_0507		CP002027.1	612184	612260	-	JCVISYN3A_0507	tRNA-Lys	320628.0	320704.0	MMSYN1_0508	4	MMSYN1_0506	10	JCVISYN3A_0508	4	JCVISYN3A_0506	10	MMSYN1_0508	4	-	MMSYN1_0506	10	-	JCVISYN3A_0508	4	-	JCVISYN3A_0506	10	-	4165	2505	False	False	unaffected
MMSYN1_0508		CP002027.1	612264	612339	-	JCVISYN3A_0508	tRNA-Gln	320708.0	320783.0	MMSYN1_0509	6	MMSYN1_0507	4	JCVISYN3A_0509	6	JCVISYN3A_0507	4	MMSYN1_0509	6	-	MMSYN1_0507	4	-	JCVISYN3A_0509	6	-	JCVISYN3A_0507	4	-	4245	2426	False	False	unaffected
MMSYN1_0509		CP002027.1	612345	612429	-	JCVISYN3A_0509	tRNA-Tyr	320789.0	320873.0	MMSYN1_0510	6	MMSYN1_0508	6	JCVISYN3A_0510	6	JCVISYN3A_0508	6	MMSYN1_0510	6	-	MMSYN1_0508	6	-	JCVISYN3A_0510	6	-	JCVISYN3A_0508	6	-	4326	2336	False	False	unaffected
MMSYN1_0510		CP002027.1	612435	612511	-	JCVISYN3A_0510	tRNA-Thr	320879.0	320955.0	MMSYN1_0511	126	MMSYN1_0509	6	JCVISYN3A_0511	126	JCVISYN3A_0509	6	MMSYN1_0511	126	-	MMSYN1_0509	6	-	JCVISYN3A_0511	126	-	JCVISYN3A_0509	6	-	4416	2254	False	False	unaffected
MMSYN1_0511		CP002027.1	612637	613261	-	JCVISYN3A_0511	JCVISYN3A_0511	321081.0	321705.0	MMSYN1_0512	48	MMSYN1_0510	126	JCVISYN3A_0512	48	JCVISYN3A_0510	126	MMSYN1_0512	48	-	MMSYN1_0510	126	-	JCVISYN3A_0512	48	-	JCVISYN3A_0510	126	-	4618	1504	False	False	unaffected
MMSYN1_0512	plsC	CP002027.1	613309	614248	-	JCVISYN3A_0512	plsC	321753.0	322701.0	MMSYN1_0513	165	MMSYN1_0511	48	JCVISYN3A_0513	156	JCVISYN3A_0511	48	MMSYN1_0513	165	-	MMSYN1_0511	48	-	JCVISYN3A_0513	156	-	JCVISYN3A_0511	48	-	5290	517	False	False	unaffected
MMSYN1_0513	acpS	CP002027.1	614413	614746	-	JCVISYN3A_0513	acpS	322857.0	323190.0	MMSYN1_0514	19	MMSYN1_0512	165	JCVISYN3A_0515	59	JCVISYN3A_0512	156	MMSYN1_0514	19	-	MMSYN1_0512	165	-	JCVISYN3A_0515	59	-	JCVISYN3A_0512	156	-	6394	19	True	False	readthrough_exposed
MMSYN1_0515		CP002027.1	615882	616365	-	JCVISYN3A_0515	dctD	323249.0	323732.0	MMSYN1_0516	2	MMSYN1_0514	40	JCVISYN3A_0516	2	JCVISYN3A_0513	59	MMSYN1_0516	2	-	MMSYN1_0514	40	-	JCVISYN3A_0516	2	-	JCVISYN3A_0513	59	-	42	16366	False	True	context_only
MMSYN1_0516		CP002027.1	616367	617669	-	JCVISYN3A_0516	JCVISYN3A_0516	323734.0	325036.0	MMSYN1_0517	-8	MMSYN1_0515	2	JCVISYN3A_0517	-8	JCVISYN3A_0515	2	MMSYN1_0517	-8	-	MMSYN1_0515	2	-	JCVISYN3A_0517	-8	-	JCVISYN3A_0515	2	-	527	15062	False	False	context_only
MMSYN1_0517		CP002027.1	617661	618594	-	JCVISYN3A_0517	rluD	325028.0	325961.0	MMSYN1_0518	-20	MMSYN1_0516	-8	JCVISYN3A_0518	-20	JCVISYN3A_0516	-8	MMSYN1_0518	-20	-	MMSYN1_0516	-8	-	JCVISYN3A_0518	-20	-	JCVISYN3A_0516	-8	-	1821	14137	False	False	context_only
MMSYN1_0518	lspA	CP002027.1	618574	619183	-	JCVISYN3A_0518	lspA	325941.0	326550.0	MMSYN1_0519	-10	MMSYN1_0517	-20	JCVISYN3A_0519	-10	JCVISYN3A_0517	-20	MMSYN1_0519	-10	-	MMSYN1_0517	-20	-	JCVISYN3A_0519	-10	-	JCVISYN3A_0517	-20	-	2734	13548	False	False	context_only
MMSYN1_0519	ileS	CP002027.1	619173	621921	-	JCVISYN3A_0519	ileRS	326540.0	329288.0	MMSYN1_0520	692	MMSYN1_0518	-10	JCVISYN3A_0520	692	JCVISYN3A_0518	-10	MMSYN1_0520	692	-	MMSYN1_0518	-10	-	JCVISYN3A_0520	692	-	JCVISYN3A_0518	-10	-	3333	10810	False	False	context_only
MMSYN1_0520		CP002027.1	622613	623603	-	JCVISYN3A_0520	JCVISYN3A_0520	329980.0	330970.0	MMSYN1_0521	12	MMSYN1_0519	692	JCVISYN3A_0521	12	JCVISYN3A_0519	692	MMSYN1_0521	12	-	MMSYN1_0519	692	-	JCVISYN3A_0521	12	-	JCVISYN3A_0519	692	-	6773	9128	False	False	unaffected
MMSYN1_0521		CP002027.1	623615	624032	-	JCVISYN3A_0521	sepF	330982.0	331399.0	MMSYN1_0522	11	MMSYN1_0520	12	JCVISYN3A_0522	11	JCVISYN3A_0520	12	MMSYN1_0522	11	-	MMSYN1_0520	12	-	JCVISYN3A_0522	11	-	JCVISYN3A_0520	12	-	7775	8699	False	False	unaffected
MMSYN1_0522	ftsZ	CP002027.1	624043	625201	-	JCVISYN3A_0522	ftsZ	331410.0	332568.0	MMSYN1_0523	114	MMSYN1_0521	11	JCVISYN3A_0523	114	JCVISYN3A_0521	11	MMSYN1_0523	114	-	MMSYN1_0521	11	-	JCVISYN3A_0523	114	-	JCVISYN3A_0521	11	-	8203	7530	False	False	unaffected
MMSYN1_0523		CP002027.1	625315	626476	-	JCVISYN3A_0523	ftsA	332682.0	333843.0	MMSYN1_0524	8	MMSYN1_0522	114	JCVISYN3A_0524	8	JCVISYN3A_0522	114	MMSYN1_0524	8	-	MMSYN1_0522	114	-	JCVISYN3A_0524	8	-	JCVISYN3A_0522	114	-	9475	6255	False	False	unaffected
MMSYN1_0524	mraW	CP002027.1	626484	627411	-	JCVISYN3A_0524	rsmH%3B mraW	333851.0	334778.0	MMSYN1_0525	8	MMSYN1_0523	8	JCVISYN3A_0525	8	JCVISYN3A_0523	8	MMSYN1_0525	8	-	MMSYN1_0523	8	-	JCVISYN3A_0525	8	-	JCVISYN3A_0523	8	-	10644	5320	False	False	unaffected
MMSYN1_0525	mraZ	CP002027.1	627419	627821	-	JCVISYN3A_0525	mraZ	334786.0	335188.0	MMSYN1_0526	106	MMSYN1_0524	8	JCVISYN3A_0526	106	JCVISYN3A_0524	8	MMSYN1_0526	106	-	MMSYN1_0524	8	-	JCVISYN3A_0526	106	-	JCVISYN3A_0524	8	-	11579	4910	False	False	unaffected
MMSYN1_0526	rpmF	CP002027.1	627927	628107	-	JCVISYN3A_0526	rpmF	335294.0	335474.0	MMSYN1_0527	14	MMSYN1_0525	106	JCVISYN3A_0527	14	JCVISYN3A_0525	106	MMSYN1_0527	14	-	MMSYN1_0525	106	-	JCVISYN3A_0527	14	-	JCVISYN3A_0525	106	-	12087	4624	False	False	unaffected
MMSYN1_0527		CP002027.1	628121	628640	-	JCVISYN3A_0527	JCVISYN3A_0527	335488.0	336007.0	MMSYN1_0528	-1	MMSYN1_0526	14	JCVISYN3A_0528	-1	JCVISYN3A_0526	14	MMSYN1_0528	-1	-	MMSYN1_0526	14	-	JCVISYN3A_0528	-1	-	JCVISYN3A_0526	14	-	12281	4091	False	False	unaffected
MMSYN1_0528	pheT	CP002027.1	628639	631024	-	JCVISYN3A_0528	pheRS	336006.0	338391.0	MMSYN1_0529	8	MMSYN1_0527	-1	JCVISYN3A_0529	8	JCVISYN3A_0527	-1	MMSYN1_0529	8	-	MMSYN1_0527	-1	-	JCVISYN3A_0529	8	-	JCVISYN3A_0527	-1	-	12799	1707	False	False	unaffected
