locus_num,locus_tag_syn1,locus_tag_syn3a,gene_name,gene_product,TPM_mean_syn1,rank_syn1,TPM_mean_syn3a,rank_syn3a,TPM_fold_change,TPM_log10FC,strand_syn1,gene_len_syn1,sense_covering_ops,antisense_covering_ops,coverage_type
837,MMSYN1_0837,JCVISYN3A_0837,cysRS,Cysteine--tRNA ligase,83.2057,554,347.7468,342,4.179362711929592,0.6211100636427601,+,1326,OP_00432,,sense_only
838,MMSYN1_0838,JCVISYN3A_0838,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase,8.472,773,207.7647,418,24.523689801699717,1.3895858141318351,+,735,OP_00432,,sense_only
839,MMSYN1_0839,JCVISYN3A_0839,secE,Preprotein translocase subunit,819.9545,180,990.338,167,1.207796286257347,0.0819936899018552,+,324,"OP_00432,OP_00433",,sense_only
840,MMSYN1_0840,JCVISYN3A_0840,nusG,Antitermination protein,2162.4015,103,1274.2305,139,0.5892663781448542,-0.22968833779967746,+,642,OP_00433,,sense_only
851,MMSYN1_0851,JCVISYN3A_0851,,Uncharacterized lipoprotein,2191.8631,102,161.4273,442,0.07364844090855857,-1.132836442466655,-,183,OP_00438,,sense_only
852,MMSYN1_0852,JCVISYN3A_0852,,Uncharacterized protein,2.2637,853,187.0324,426,82.62243230109996,1.9170979759152864,-,231,OP_00439,,sense_only
853,MMSYN1_0853,JCVISYN3A_0853,,Uncharacterized protein,34.5052,655,215.2638,414,6.2385901255462946,0.7950864534840449,-,720,OP_00439,,sense_only
859,MMSYN1_0859,JCVISYN3A_0859,topA,DNA topoisomerase I,434.2617,267,330.9467,353,0.762090462962771,-0.11799347323564098,+,1962,OP_00442,,sense_only
870,MMSYN1_0870,JCVISYN3A_0870,,Uncharacterized C4-dicarboxylate ABC transporter,222.7585,374,452.2677,297,2.0303050164191263,0.30756128766535223,-,1767,OP_00451,,sense_only
872,MMSYN1_0872,JCVISYN3A_0872,ychF,Uncharacterized ATPase,199.8008,389,294.9059,370,1.4759995955972147,0.16908623849656057,-,1095,OP_00451,,sense_only
873,MMSYN1_0873,JCVISYN3A_0873,,Uncharacterized protein,64.8045,579,322.5807,361,4.977751545031595,0.6970332158333193,-,201,OP_00451,,sense_only
874,MMSYN1_0874,JCVISYN3A_0874,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase,30.7476,669,342.7052,346,11.14575446538917,1.0471094715659433,-,696,OP_00451,,sense_only
875,MMSYN1_0875,JCVISYN3A_0875,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,18.446,709,529.4288,274,28.701550471646968,1.457905358165792,-,597,OP_00451,,sense_only
876,MMSYN1_0876,JCVISYN3A_0876,,Uncharacterized amino acid permease,174.7763,415,2374.9578,76,13.588557487485433,1.1331733560352053,-,1581,OP_00452,,sense_only
877,MMSYN1_0877,JCVISYN3A_0877,,Uncharacterized protein,320.99,309,3656.7494,48,11.39209757313312,1.0566036960339875,-,681,OP_00453,,sense_only
878,MMSYN1_0878,JCVISYN3A_0878,,Uncharacterized amino acid permease,345.1283,297,2465.3242,74,7.143210800157506,0.8538934665874206,-,1494,OP_00453,,sense_only
879,MMSYN1_0879,JCVISYN3A_0879,corA,Magnesium transporter,45.739,613,374.9838,328,8.198338398303417,0.9137258404848414,-,2658,OP_00454,,sense_only
881,MMSYN1_0881,JCVISYN3A_0881,,Uncharacterized MFS transporter,2369.714,93,15920.1589,6,6.718177341231896,0.8272514638256637,-,1428,OP_00456,,sense_only
885,MMSYN1_0885,JCVISYN3A_0885,mnmG%3B gidA,tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme,265.5384,339,955.9137,177,3.5999075839878523,0.5562913518008181,-,1890,OP_00459,,sense_only
886,MMSYN1_0886,JCVISYN3A_0886,gltP,Proton-glutamate symporter,699.1867,191,608.2902,248,0.8699968120102972,-0.06048233879387917,-,1578,OP_00460,,sense_only
887,MMSYN1_0887,JCVISYN3A_0887,cdr,Coenzyme A Disulfide Reductase,319.0682,310,538.4558,271,1.687588421534957,0.2272665370459852,-,1344,OP_00460,,sense_only
906,MMSYN1_0906,JCVISYN3A_0906,,Uncharacterized protein,2.3793,849,723.5993,216,304.12276720043707,2.4830489334601604,-,717,OP_00479,,sense_only
907,MMSYN1_0907,JCVISYN3A_0907,,Uncharacterized hydrolase,2.059,857,446.5382,299,216.87139388052452,2.3362022707825116,-,795,OP_00479,,sense_only
908,MMSYN1_0908,JCVISYN3A_0908,yidC,Membrane protein insertase,490.7892,245,964.1839,175,1.964558103560551,0.29326487798496553,-,1191,OP_00480,,sense_only
909,MMSYN1_0909,JCVISYN3A_0909,rnpA,Ribonuclease P protein component,642.3947,203,545.2331,269,0.8487509314756179,-0.0712197360875846,-,330,OP_00480,,sense_only
910,MMSYN1_0910,JCVISYN3A_0910,rpmH,50S ribosomal protein L34,1567.4354,124,333.4034,351,0.21270630993787684,-0.6722196265497672,-,135,OP_00480,,sense_only
913,MMSYN1_0913,JCVISYN3A_0913,tetM,Tetracycline resistance ribosomal protection protein,7224.2305,22,602.2846,249,0.08337006965655373,-1.0789898356452918,+,1989,OP_00013,,sense_only
918,MMSYN1_0918,JCVISYN3A_0918,,Imidazoleglycerol-phosphate dehydratase,64.7724,580,48.161,487,0.743542002457837,-0.12869449328805424,-,663,,OP_00012,antisense_only
