bsub_id	syn1_id	is_rbh	pident	align_len	bsub_len	syn1_len	bsub_cov_pct	syn1_cov_pct	evalue	bitscore	bsub_primary_id	bsub_locus_tag	bsub_gene	bsub_product	bsub_seqid	bsub_start_1b	bsub_end_1b	bsub_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
BSU_13900|ptsH|NC_000964.3	MMSYN1_0694||CP002027.1	True	44.444	81	88	89	92.04545454545455	91.01123595505618	3.99e-20	72.8	BSU_13900	BSU_13900	ptsH	histidine-containing phosphocarrier protein of the phosphotransferase system (PTS) (HPr protein)	NC_000964.3	1459384	1459650	+	MMSYN1_0694	MMSYN1_0694		phosphocarrier, HPr family	CP002027.1	828297	828566	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_18100|parC|NC_000964.3	MMSYN1_0453|parC|CP002027.1	True	44.295	745	806	898	92.43176178660049	82.96213808463251	0.0	652.0	BSU_18100	BSU_18100	parC	subunit A of DNA topoisomerase IV (ATP-dependent)	NC_000964.3	1935448	1937868	+	MMSYN1_0453	MMSYN1_0453	parC	DNA topoisomerase IV, A subunit	CP002027.1	558753	561449	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27530|rarA|NC_000964.3	MMSYN1_0395|rarA|CP002027.1	True	44.181	421	421	411	100.0	102.4330900243309	1.6900000000000002e-122	357.0	BSU_27530	BSU_27530	rarA	DNA-dependent ATPase active at replication forks	NC_000964.3	2812336	2813601	+	MMSYN1_0395	MMSYN1_0395	rarA	recombination factor protein RarA	CP002027.1	483409	484644	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_37660|pta|NC_000964.3	MMSYN1_0229|pta|CP002027.1	True	43.894	303	323	322	93.80804953560371	94.09937888198758	6.56e-76	231.0	BSU_37660	BSU_37660	pta	phosphotransacetylase	NC_000964.3	3865355	3866326	-	MMSYN1_0229	MMSYN1_0229	pta	phosphate acetyltransferase	CP002027.1	296190	297158	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16520|frr|NC_000964.3	MMSYN1_0536|frr|CP002027.1	True	43.784	185	185	182	100.0	101.64835164835165	5.76e-52	160.0	BSU_16520	BSU_16520	frr	ribosome recycling factor	NC_000964.3	1720526	1721083	+	MMSYN1_0536	MMSYN1_0536	frr	ribosome recycling factor	CP002027.1	644005	644553	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28190|engB|NC_000964.3	MMSYN1_0247|ysxC|CP002027.1	True	43.75	192	195	196	98.46153846153847	97.95918367346938	4.41e-57	174.0	BSU_28190	BSU_28190	engB	GTPase involved in ribosome 50S subunit assembly (maturation of the central 50S protuberance)	NC_000964.3	2879882	2880469	-	MMSYN1_0247	MMSYN1_0247	ysxC	ribosome biogenesis GTP-binding protein YsxC	CP002027.1	323325	323915	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_09280|glpF|NC_000964.3	MMSYN1_0217||CP002027.1	True	43.644	236	274	257	86.13138686131387	91.82879377431907	2.75e-49	159.0	BSU_09280	BSU_09280	glpF	glycerol permease	NC_000964.3	1002501	1003325	+	MMSYN1_0217	MMSYN1_0217		glycerol uptake facilitator protein	CP002027.1	279390	280163	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00530|pth|NC_000964.3	MMSYN1_0832|pth|CP002027.1	True	43.548	186	188	186	98.93617021276596	100.0	2.8099999999999997e-52	161.0	BSU_00530	BSU_00530	pth	peptidyl-tRNA hydrolase	NC_000964.3	59504	60070	+	MMSYN1_0832	MMSYN1_0832	pth	aminoacyl-tRNA hydrolase	CP002027.1	978524	979084	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_06690|gatB|NC_000964.3	MMSYN1_0687|gatB|CP002027.1	True	43.487	476	476	479	100.0	99.37369519832986	2.16e-143	415.0	BSU_06690	BSU_06690	gatB	glutamyl-tRNA(Gln) amidotransferase (subunit B)	NC_000964.3	730509	731939	+	MMSYN1_0687	MMSYN1_0687	gatB	glutamyl-tRNA(Gln) amidotransferase, B subunit	CP002027.1	819132	820571	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16510|pyrH|NC_000964.3	MMSYN1_0537|pyrH|CP002027.1	True	43.439	221	240	237	92.08333333333333	93.24894514767932	9e-60	184.0	BSU_16510	BSU_16510	pyrH	uridylate kinase	NC_000964.3	1719802	1720524	+	MMSYN1_0537	MMSYN1_0537	pyrH	UMP kinase	CP002027.1	644564	645277	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_18800|penP|NC_000964.3	MMSYN1_0914|bla|CP002027.1	True	43.21	243	306	286	79.41176470588235	84.96503496503496	6.46e-64	199.0	BSU_18800	BSU_18800	penP	beta-lactamase precursor (putative hydrolase)	NC_000964.3	2048533	2049453	+	MMSYN1_0914	MMSYN1_0914	bla	beta-lactamase TEM (precursor)	CP002027.1	25426	26286	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01040|rplJ|NC_000964.3	MMSYN1_0807|rplJ|CP002027.1	True	43.046	151	166	165	90.96385542168674	91.51515151515152	3.2400000000000003e-37	121.0	BSU_01040	BSU_01040	rplJ	ribosomal protein L10 (BL5)	NC_000964.3	120061	120561	+	MMSYN1_0807	MMSYN1_0807	rplJ	50S ribosomal protein L10	CP002027.1	951098	951595	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_25550|rpsT|NC_000964.3	MMSYN1_0082|rpsT|CP002027.1	True	43.038	79	88	81	89.77272727272727	97.53086419753086	6.23e-13	54.3	BSU_25550	BSU_25550	rpsT	ribosomal protein S20 (BS20)	NC_000964.3	2635815	2636081	+	MMSYN1_0082	MMSYN1_0082	rpsT	ribosomal protein S20	CP002027.1	111124	111369	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_25290|era|NC_000964.3	MMSYN1_0403|era|CP002027.1	True	43.0	300	301	301	99.66777408637874	99.66777408637874	2.48e-86	256.0	BSU_25290	BSU_25290	era	maturation of 16S RNA and assembly of 30S ribosomal subunit GTPase	NC_000964.3	2610041	2610946	-	MMSYN1_0403	MMSYN1_0403	era	GTP-binding protein Era	CP002027.1	500137	501042	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_11250|argF|NC_000964.3	MMSYN1_0786|arcB|CP002027.1	True	42.857	329	319	331	103.13479623824452	99.39577039274924	2.32e-82	248.0	BSU_11250	BSU_11250	argF	ornithine carbamoyltransferase	NC_000964.3	1203461	1204420	+	MMSYN1_0786	MMSYN1_0786	arcB	ornithine carbamoyltransferase (ArcB)	CP002027.1	923900	924895	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16030|trmD|NC_000964.3	MMSYN1_0364|trmD|CP002027.1	True	42.735	234	243	240	96.29629629629629	97.5	1.4300000000000002e-73	219.0	BSU_16030	BSU_16030	trmD	tRNA(m1G37)methyltransferase	NC_000964.3	1675171	1675902	+	MMSYN1_0364	MMSYN1_0364	trmD	tRNA (guanine-N1)-methyltransferase	CP002027.1	452299	453021	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_40440|dnaC|NC_000964.3	MMSYN1_0834|dnaB|CP002027.1	True	42.723	426	454	438	93.83259911894272	97.26027397260275	7.11e-106	317.0	BSU_40440	BSU_40440	dnaC	replicative DNA helicase	NC_000964.3	4157471	4158835	-	MMSYN1_0834	MMSYN1_0834	dnaB	replicative DNA helicase	CP002027.1	979651	980967	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27550|aspS|NC_000964.3	MMSYN1_0287|aspS|CP002027.1	True	42.564	585	592	574	98.81756756756756	101.91637630662021	6.210000000000001e-179	513.0	BSU_27550	BSU_27550	aspS	aspartyl-tRNA synthetase, promiscuous (also recognizes tRNAasn)	NC_000964.3	2814743	2816521	-	MMSYN1_0287	MMSYN1_0287	aspS	aspartate--tRNA ligase	CP002027.1	366707	368431	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16580|polC|NC_000964.3	MMSYN1_0303|polC|CP002027.1	True	42.537	1474	1437	1482	102.57480862908838	99.46018893387314	0.0	1089.0	BSU_16580	BSU_16580	polC	DNA polymerase III (alpha subunit)	NC_000964.3	1727133	1731446	+	MMSYN1_0303	MMSYN1_0303	polC	DNA polymerase III, alpha subunit, Gram-positive type	CP002027.1	382592	387040	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_33910|pgm|NC_000964.3	MMSYN1_0729|gpmI|CP002027.1	True	42.533	529	511	531	103.5225048923679	99.62335216572505	1.55e-130	385.0	BSU_33910	BSU_33910	pgm	phosphoglycerate mutase	NC_000964.3	3477877	3479412	-	MMSYN1_0729	MMSYN1_0729	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	CP002027.1	860093	861688	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01450|ecfA|NC_000964.3	MMSYN1_0643||CP002027.1	True	42.52	254	281	408	90.39145907473309	62.254901960784316	4.55e-67	209.0	BSU_01450	BSU_01450	ecfA	energizing coupling factor of ABC influx transporter (ATP-binding protein)	NC_000964.3	150443	151288	+	MMSYN1_0643	MMSYN1_0643		cobalt import ATP-binding protein CbiO 2	CP002027.1	789817	791043	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_25130|nfo|NC_000964.3	MMSYN1_0109||CP002027.1	True	42.414	290	297	289	97.64309764309765	100.34602076124567	6.73e-80	239.0	BSU_25130	BSU_25130	nfo	type IV apurinic/apyrimidinic endonuclease	NC_000964.3	2593281	2594174	-	MMSYN1_0109	MMSYN1_0109		apurinic endonuclease Apn1	CP002027.1	143180	144049	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_36920|rpiB|NC_000964.3	MMSYN1_0800|rpiB|CP002027.1	True	42.361	144	149	147	96.64429530201342	97.95918367346938	2.96e-35	115.0	BSU_36920	BSU_36920	rpiB	D-ribose 5-phosphate epimerase (promiscuous)	NC_000964.3	3791199	3791648	-	MMSYN1_0800	MMSYN1_0800	rpiB	ribose 5-phosphate isomerase B	CP002027.1	938563	939006	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_12010|manP|NC_000964.3	MMSYN1_0278||CP002027.1	True	42.283	473	650	804	72.76923076923077	58.830845771144276	1.41e-113	354.0	BSU_12010	BSU_12010	manP	phosphotransferase system (PTS) mannose-specific enzyme IIBCA component	NC_000964.3	1272725	1274677	+	MMSYN1_0278	MMSYN1_0278		PTS system fructose-specific enzyme iiabc component	CP002027.1	357015	359429	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_06840|yeeI|NC_000964.3	MMSYN1_0331||CP002027.1	True	42.254	213	239	237	89.1213389121339	89.87341772151899	1.95e-57	178.0	BSU_06840	BSU_06840	yeeI	putative DNA integrase or transcriptional regulator	NC_000964.3	752412	753131	+	MMSYN1_0331	MMSYN1_0331		conserved hypothetical protein	CP002027.1	419454	420167	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_07420|ettM|NC_000964.3	MMSYN1_0118||CP002027.1	True	42.188	512	518	512	98.84169884169884	100.0	1.05e-139	408.0	BSU_07420	BSU_07420	ettM	putative energy-sensing inhibitor of translation	NC_000964.3	814384	815940	-	MMSYN1_0118	MMSYN1_0118		ABC transporter, ATP-binding protein	CP002027.1	152703	154241	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16920|pgsA|NC_000964.3	MMSYN1_0875|pgsA|CP002027.1	True	42.188	192	193	198	99.48186528497409	96.96969696969697	1.14e-39	129.0	BSU_16920	BSU_16920	pgsA	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	NC_000964.3	1762623	1763204	+	MMSYN1_0875	MMSYN1_0875	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CP002027.1	1030437	1031033	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_33600|smpB|NC_000964.3	MMSYN1_0776|smpB|CP002027.1	True	42.143	140	156	148	89.74358974358974	94.5945945945946	5.39e-35	114.0	BSU_33600	BSU_33600	smpB	tmRNA-binding protein	NC_000964.3	3451248	3451718	-	MMSYN1_0776	MMSYN1_0776	smpB	SsrA-binding protein	CP002027.1	913983	914429	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_29180|pyk|NC_000964.3	MMSYN1_0221|pyk|CP002027.1	True	42.058	447	585	478	76.41025641025641	93.51464435146444	3.5800000000000005e-105	321.0	BSU_29180	BSU_29180	pyk	pyruvate kinase	NC_000964.3	2984788	2986545	-	MMSYN1_0221	MMSYN1_0221	pyk	pyruvate kinase	CP002027.1	284287	285723	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27920|obgE|NC_000964.3	MMSYN1_0377|cgtA|CP002027.1	True	41.972	436	428	433	101.86915887850468	100.69284064665128	1.7399999999999998e-98	296.0	BSU_27920	BSU_27920	obgE	ppGpp-binding GTPase involved in cell portioning, DNA repair and ribosome assembly	NC_000964.3	2852661	2853947	-	MMSYN1_0377	MMSYN1_0377	cgtA	Obg family GTPase CgtA	CP002027.1	465510	466811	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_14590|pdhB|NC_000964.3	MMSYN1_0226|pdhB|CP002027.1	True	41.896	327	325	329	100.61538461538461	99.3920972644377	5.9e-100	293.0	BSU_14590	BSU_14590	pdhB	pyruvate dehydrogenase (E1 beta subunit)	NC_000964.3	1529445	1530422	+	MMSYN1_0226	MMSYN1_0226	pdhB	pyruvate dehydrogenase E1 component subunit beta (Scomplex, 36 kDa subunit)	CP002027.1	291917	292906	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28870|infC|NC_000964.3	MMSYN1_0200|infC|CP002027.1	True	41.718	163	173	181	94.21965317919076	90.05524861878453	1.27e-41	133.0	BSU_28870	BSU_28870	infC	initiation factor IF-3	NC_000964.3	2952828	2953349	-	MMSYN1_0200	MMSYN1_0200	infC	translation initiation factor IF-3	CP002027.1	263324	263869	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27410|alaS|NC_000964.3	MMSYN1_0163|alaS|CP002027.1	True	41.491	899	878	896	102.39179954441913	100.33482142857143	0.0	669.0	BSU_27410	BSU_27410	alaS	alanyl-tRNA synthetase	NC_000964.3	2798174	2800810	-	MMSYN1_0163	MMSYN1_0163	alaS	alanine--tRNA ligase	CP002027.1	209529	212219	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_30380|bceA|NC_000964.3	MMSYN1_0030||CP002027.1	True	41.475	217	253	344	85.7707509881423	63.08139534883721	1.7500000000000001e-56	179.0	BSU_30380	BSU_30380	bceA	bacitracin ABC efflux transporter (ATP-binding protein)	NC_000964.3	3111327	3112088	-	MMSYN1_0030	MMSYN1_0030		abc transporter, ATP-binding protein	CP002027.1	45634	46668	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16970|pdeB|NC_000964.3	MMSYN1_0431||CP002027.1	True	41.473	258	264	257	97.72727272727273	100.38910505836576	9.55e-76	226.0	BSU_16970	BSU_16970	pdeB	2'3' and 3'5' cyclic nucleotide monophosphates phosphodiesterase involved in biofilm formation	NC_000964.3	1768941	1769735	+	MMSYN1_0431	MMSYN1_0431		conserved hypothetical protein	CP002027.1	533614	534387	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00380|metS|NC_000964.3	MMSYN1_0012|metG|CP002027.1	True	41.459	521	664	509	78.46385542168674	102.35756385068763	6.35e-148	434.0	BSU_00380	BSU_00380	metS	methionyl-tRNA synthetase	NC_000964.3	45633	47627	+	MMSYN1_0012	MMSYN1_0012	metG	methionine--tRNA ligase	CP002027.1	16986	18515	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_17380|nrdE|NC_000964.3	MMSYN1_0771|nrdE|CP002027.1	True	41.36	706	700	720	100.85714285714286	98.05555555555556	0.0	554.0	BSU_17380	BSU_17380	nrdE	ribonucleoside-diphosphate reductase (major subunit)	NC_000964.3	1868969	1871071	+	MMSYN1_0771	MMSYN1_0771	nrdE	ribonucleoside-diphosphate reductase, alpha subunit	CP002027.1	907590	909752	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_34560|mdxL|NC_000964.3	MMSYN1_0186||CP002027.1	True	41.039	558	561	534	99.46524064171123	104.49438202247191	1.0600000000000001e-157	457.0	BSU_34560	BSU_34560	mdxL	oligo-1,4-1,6-alpha-glucosidase (sucrase-maltase-isomaltase)	NC_000964.3	3547550	3549235	-	MMSYN1_0186	MMSYN1_0186		trehalose-6-phosphate hydrolase (Alpha,alpha-phosphotrehalase)	CP002027.1	247664	249268	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28500|trxA|NC_000964.3	MMSYN1_0065|trxA|CP002027.1	True	41.0	100	104	102	96.15384615384616	98.03921568627452	7.410000000000001e-26	88.2	BSU_28500	BSU_28500	trxA	thioredoxin	NC_000964.3	2913024	2913338	-	MMSYN1_0065	MMSYN1_0065	trxA	thioredoxin	CP002027.1	90866	91174	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28950|thrS|NC_000964.3	MMSYN1_0222|thrS|CP002027.1	True	40.973	637	643	639	99.06687402799378	99.68701095461658	4.7e-171	498.0	BSU_28950	BSU_28950	thrS	threonyl-tRNA synthetase	NC_000964.3	2959257	2961188	-	MMSYN1_0222	MMSYN1_0222	thrS	threonine--tRNA ligase	CP002027.1	285988	287907	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15730|fmt|NC_000964.3	MMSYN1_0390|fmt|CP002027.1	True	40.667	300	317	317	94.6372239747634	94.6372239747634	6.7300000000000004e-77	233.0	BSU_15730	BSU_15730	fmt	methionyl-tRNA formyltransferase	NC_000964.3	1646999	1647952	+	MMSYN1_0390	MMSYN1_0390	fmt	methionyl-tRNA formyltransferase	CP002027.1	477610	478563	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_34900|hisB|NC_000964.3	MMSYN1_0918|his3|CP002027.1	True	40.553	217	194	220	111.85567010309278	98.63636363636364	4.1500000000000002e-50	157.0	BSU_34900	BSU_34900	hisB	imidazoleglycerol-phosphate dehydratase [Mn(II)-dependent]	NC_000964.3	3585690	3586274	-	MMSYN1_0918	MMSYN1_0918	his3	imidazoleglycerol-phosphate dehydratase	CP002027.1	27639	28301	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_41050|rnpA|NC_000964.3	MMSYN1_0909|rnpA|CP002027.1	True	40.367	109	116	109	93.96551724137932	100.0	5.71e-18	68.9	BSU_41050	BSU_41050	rnpA	protein component of ribonuclease P (RNase P) (substrate specificity)	NC_000964.3	4214753	4215103	-	MMSYN1_0909	MMSYN1_0909	rnpA	ribonuclease P protein component	CP002027.1	1078046	1078375	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_14610|pdhD|NC_000964.3	MMSYN1_0228|lpdA|CP002027.1	True	40.295	474	470	629	100.85106382978724	75.3577106518283	1.2e-98	305.0	BSU_14610	BSU_14610	pdhD	dihydrolipoamide dehydrogenase E3 subunit of both pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase complexes	NC_000964.3	1531870	1533282	+	MMSYN1_0228	MMSYN1_0228	lpdA	dihydrolipoyl dehydrogenase	CP002027.1	294279	296168	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_21770|ilvA|NC_000964.3	MMSYN1_0120|ilvA|CP002027.1	True	40.118	339	422	408	80.33175355450237	83.08823529411765	3.87e-74	233.0	BSU_21770	BSU_21770	ilvA	threonine dehydratase	NC_000964.3	2292769	2294037	-	MMSYN1_0120	MMSYN1_0120	ilvA	threonine ammonia-lyase	CP002027.1	155264	156490	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_16610|rulR|NC_000964.3	MMSYN1_0299||CP002027.1	True	40.0	85	91	93	93.4065934065934	91.39784946236558	5.65e-17	64.7	BSU_16610	BSU_16610	rulR	molecular ruler co-factor for RNA; new fold	NC_000964.3	1733410	1733685	+	MMSYN1_0299	MMSYN1_0299		conserved hypothetical protein	CP002027.1	379297	379578	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_34550|mdxM|NC_000964.3	MMSYN1_0176|pgmB|CP002027.1	True	39.906	213	226	209	94.24778761061947	101.91387559808612	3.28e-47	150.0	BSU_34550	BSU_34550	mdxM	bifunctional beta-phosphoglucomutase / glucose-1-phosphate phosphodismutase	NC_000964.3	3546873	3547553	-	MMSYN1_0176	MMSYN1_0176	pgmB	beta-phosphoglucomutase	CP002027.1	230125	230754	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
