chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,gene_len,SRR35996296_sense_avg_depth,SRR35996296_antisense_avg_depth,SRR35996296_sense_TPM,SRR35996296_antisense_TPM,SRR35996297_sense_avg_depth,SRR35996297_antisense_avg_depth,SRR35996297_sense_TPM,SRR35996297_antisense_TPM,SRR35996298_sense_avg_depth,SRR35996298_antisense_avg_depth,SRR35996298_sense_TPM,SRR35996298_antisense_TPM,sample_95_sense_TPM,sample_95_antisense_TPM,sample_enr_sense_TPM,sample_enr_antisense_TPM,avg_sense_TPM,avg_antisense_TPM,PacBio_sense_TPM,PacBio_antisense_TPM
CP002027.1,gene,813623,813699,-,MMSYN1_0681,,tRNA,tRNA-Asn,76,3040.3158,4.0000,10073.9037,13.2538,3418.6579,4.0000,11267.1029,13.1831,1275.6711,3.6316,2268.9596,6.4593,10670.5033,13.2184,2268.9596,6.4593,6469.7314,9.8388,210.5133,0.4916
CP002027.1,gene,813800,814964,-,MMSYN1_0682,,mRNA,putative liporotein,1164,6.7397,0.0000,22.3316,0.0000,4.9622,0.0000,16.3543,0.0000,7.3703,1.5619,13.1091,2.7780,19.3429,0.0000,13.1091,2.7780,16.2260,1.3890,36.8450,6.7016
CP002027.1,gene,815076,815832,-,MMSYN1_0683,,mRNA,conserved hypothetical protein,756,6.9114,0.0000,22.9004,0.0000,6.9431,0.6601,22.8829,2.1754,21.0357,1.3770,37.4150,2.4492,22.8917,1.0877,37.4150,2.4492,30.1533,1.7684,1148.9314,13.2343
CP002027.1,gene,815821,816688,-,MMSYN1_0684,folD,mRNA,bifunctional protein FolD,867,20.4337,0.0000,67.7058,0.0000,29.1303,0.0000,96.0068,0.0000,103.9516,0.7809,184.8924,1.3889,81.8563,0.0000,184.8924,1.3889,133.3743,0.6944,1027.4540,15.8347
CP002027.1,gene,816696,818298,-,MMSYN1_0685,,mRNA,sodium transport protein,1602,8.4657,1.0050,28.0505,3.3300,12.1916,1.4557,40.1808,4.7976,29.7266,5.3302,52.8729,9.4805,34.1156,4.0638,52.8729,9.4805,43.4943,6.7722,551.1005,13.9327
CP002027.1,gene,818376,819105,+,MMSYN1_0686,,mRNA,K+_ Na+ uptake protein integral membrane subunit,729,50.3937,0.0000,166.9765,0.0000,83.9396,0.0000,276.6456,0.0000,526.3855,0.6543,936.2502,1.1638,221.8110,0.0000,936.2502,1.1638,579.0306,0.5819,30.9691,24.0651
CP002027.1,gene,819131,820571,-,MMSYN1_0687,gatB,mRNA,glutamyl-tRNA(Gln) amidotransferase_ B subunit,1440,15.1792,0.4208,50.2953,1.3944,19.7826,0.4903,65.1990,1.6158,132.6750,1.2583,235.9811,2.2381,57.7471,1.5051,235.9811,2.2381,146.8641,1.8716,640.5103,10.3697
CP002027.1,gene,820572,822030,-,MMSYN1_0688,gatA,mRNA,glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADTsubunit A),1458,72.1632,1.4767,239.1086,4.8929,78.4630,0.6022,258.5957,1.9847,153.8381,2.4657,273.6227,4.3856,248.8521,3.4388,273.6227,4.3856,261.2374,3.9122,791.9876,4.2356
CP002027.1,gene,822029,822326,-,MMSYN1_0689,gatC,mRNA,glutamyl-tRNA(Gln) amidotransferase_ C subunit,297,73.8586,0.0673,244.7260,0.2231,78.5320,0.0000,258.8232,0.0000,186.3434,0.0606,331.4379,0.1078,251.7746,0.1116,331.4379,0.1078,291.6062,0.1097,770.2502,5.6305
CP002027.1,gene,822327,824334,-,MMSYN1_0690,ligA,mRNA,DNA ligase_ NAD-dependent,2007,10.9058,0.0000,36.1358,0.0000,15.1993,0.1246,50.0934,0.4105,70.9417,0.8729,126.1798,1.5527,43.1146,0.2053,126.1798,1.5527,84.6472,0.8790,239.9534,5.4940
CP002027.1,gene,824337,826359,-,MMSYN1_0691,,mRNA,putative membrane protein,2022,4.7413,0.0000,15.7102,0.0000,8.4713,0.2463,27.9195,0.8117,27.5099,1.4916,48.9302,2.6530,21.8148,0.4059,48.9302,2.6530,35.3725,1.5294,138.5735,4.8312
CP002027.1,gene,826361,827270,-,MMSYN1_0692,,mRNA,23S rRNA pseudouridine synthase,909,1.3685,0.0000,4.5346,0.0000,3.3256,0.0000,10.9605,0.0000,8.3784,0.0484,14.9022,0.0861,7.7475,0.0000,14.9022,0.0861,11.3249,0.0430,215.8645,4.3075
CP002027.1,gene,827272,828241,-,MMSYN1_0693,,mRNA,conserved_ caax amino protease family,969,4.5273,0.0000,15.0011,0.0000,3.7657,0.0000,12.4110,0.0000,14.2828,1.7503,25.4039,3.1131,13.7060,0.0000,25.4039,3.1131,19.5550,1.5565,300.2724,3.1849
CP002027.1,gene,828296,828566,-,MMSYN1_0694,,mRNA,phosphocarrier_ HPr family,270,7645.0296,2.8852,25331.3463,9.5599,6644.9889,2.2444,21900.3410,7.3972,9469.6778,1.8148,16843.1478,3.2279,23615.8437,8.4785,16843.1478,3.2279,20229.4957,5.8532,429.4625,3.4887
CP002027.1,gene,828630,830799,-,MMSYN1_0695,,mRNA,UvrD/REP helicase domain protein,2169,18.8525,0.6989,62.4665,2.3159,21.8935,0.5021,72.1559,1.6547,67.6676,0.9359,120.3563,1.6647,67.3112,1.9853,120.3563,1.6647,93.8337,1.8250,262.6480,15.3053
CP002027.1,gene,830815,831571,-,MMSYN1_0696,,mRNA,RDD family protein,756,9.3836,0.0000,31.0920,0.0000,9.6772,0.0000,31.8940,0.0000,25.0595,0.4735,44.5719,0.8423,31.4930,0.0000,44.5719,0.8423,38.0324,0.4211,1002.1873,15.8729
CP002027.1,gene,831570,832527,-,MMSYN1_0697,,mRNA,glycosyltransferase,957,28.4211,0.3908,94.1716,1.2949,59.0345,0.0000,194.5640,0.0000,195.3657,0.0000,347.4853,0.0000,144.3678,0.6475,347.4853,0.0000,245.9265,0.3237,1256.5133,9.0468
CP002027.1,gene,832677,833904,-,MMSYN1_0698,,mRNA,lipoprotein. putative,1227,35.7416,0.4042,118.4278,1.3394,40.3195,1.2021,132.8836,3.9619,72.9560,3.7139,129.7624,6.6058,125.6557,2.6507,129.7624,6.6058,127.7091,4.6282,73.2300,4.0316
CP002027.1,gene,833992,834922,-,MMSYN1_0699,msrA/B,mRNA,peptide methionine sulfoxide reductase MsrA/msrB,930,34.6699,0.0000,114.8766,0.0000,33.1656,0.2108,109.3061,0.6946,49.7742,2.5215,88.5304,4.4849,112.0913,0.3473,88.5304,4.4849,100.3109,2.4161,170.4729,0.7631
CP002027.1,gene,835035,837222,-,MMSYN1_0700,,mRNA,putative liporotein,2187,35.5112,0.1445,117.6642,0.4788,34.0878,0.7078,112.3454,2.3328,168.1911,1.0599,299.1515,1.8852,115.0048,1.4058,299.1515,1.8852,207.0782,1.6455,188.0356,0.8342
CP002027.1,gene,837469,839818,-,MMSYN1_0701,,mRNA,putative liporotein,2349,26.8233,0.3925,88.8775,1.3005,32.5121,0.0000,107.1524,0.0000,155.5432,0.7395,276.6554,1.3152,98.0150,0.6503,276.6554,1.3152,187.3352,0.9828,439.8896,1.6127
CP002027.1,gene,839826,840729,-,MMSYN1_0702,,mRNA,transmembrane protein,903,61.7708,0.3012,204.6737,0.9981,55.9457,0.5537,184.3842,1.8249,171.5482,0.0044,305.1224,0.0079,194.5289,1.4115,305.1224,0.0079,249.8257,0.7097,688.0718,0.7562
CP002027.1,gene,840855,842691,-,MMSYN1_0703,,mRNA,conserved hypothetical protein,1836,2.2958,0.6558,7.6068,2.1729,2.1405,0.4063,7.0547,1.3391,8.8731,0.5163,15.7820,0.9184,7.3308,1.7560,15.7820,0.9184,11.5564,1.3372,34.7213,2.2183
CP002027.1,gene,842693,843260,-,MMSYN1_0704,,mRNA,conserved hypothetical protein,567,0.7795,0.1746,2.5830,0.5785,0.7901,0.0000,2.6041,0.0000,1.7090,0.0000,3.0397,0.0000,2.5935,0.2893,3.0397,0.0000,2.8166,0.1446,99.4764,2.6125
CP002027.1,gene,843262,844099,-,MMSYN1_0705,,mRNA,C-5 cytosine-specific DNA methylase,837,5.5364,0.0000,18.3447,0.0000,5.6846,0.3943,18.7351,1.2994,15.1529,0.3513,26.9516,0.6248,18.5399,0.6497,26.9516,0.6248,22.7457,0.6372,88.3084,1.0558
CP002027.1,gene,844368,846117,-,MMSYN1_0706,,mRNA,alkylphosphonate ABC transporter_ permease component,1749,8.9834,0.2093,29.7660,0.6934,21.9731,0.3791,72.4183,1.2493,246.4483,0.8536,438.3427,1.5183,51.0922,0.9714,438.3427,1.5183,244.7175,1.2448,285.8101,24.7614
CP002027.1,gene,846080,846830,-,MMSYN1_0707,,mRNA,alkylphosphonate ABC transporter_ ATP-binding component,750,141.2867,0.0600,468.1449,0.1988,178.1880,1.0587,587.2663,3.4891,954.3840,1.2253,1697.5056,2.1794,527.7056,1.8440,1697.5056,2.1794,1112.6056,2.0117,539.5805,38.5045
CP002027.1,gene,846843,848307,-,MMSYN1_0708,,mRNA,alkylphosphonate ABC transporter_ substrate-bindin,1464,858.4064,2.1113,2844.2781,6.9958,819.5792,4.1469,2701.1429,13.6671,3090.4542,11.8921,5496.8055,21.1517,2772.7105,10.3314,5496.8055,21.1517,4134.7580,15.7416,1640.1029,17.1697
CP002027.1,gene,848529,849393,-,MMSYN1_0710,,mRNA,hydrolase of the HAD family,864,56.2153,0.0000,186.2659,0.0000,52.9676,0.7222,174.5689,2.3803,112.9583,0.7211,200.9122,1.2825,180.4174,1.1901,200.9122,1.2825,190.6648,1.2363,70.5442,9.5603
CP002027.1,gene,849524,850715,+,MMSYN1_0711,,mRNA,aminotransferase,1191,0.9798,0.1008,3.2467,0.3338,2.4568,0.0000,8.0969,0.0000,7.4769,1.7741,13.2987,3.1556,5.6718,0.1669,13.2987,3.1556,9.4853,1.6612,260.0326,6.5375
CP002027.1,gene,850724,851126,+,MMSYN1_0712,,mRNA,endoribonuclease L-PSP_ putative,402,121.6542,0.7065,403.0940,2.3408,110.5498,0.0000,364.3463,0.0000,347.2388,4.8980,617.6128,8.7118,383.7201,1.1704,617.6128,8.7118,500.6665,4.9411,231.6113,5.0746
CP002027.1,gene,851161,852493,-,MMSYN1_0713,,mRNA,conserved hypothetical protein,1332,104.4309,0.7417,346.0256,2.4577,99.6269,1.1742,328.3471,3.8698,200.0893,4.0503,355.8869,7.2040,337.1863,3.1638,355.8869,7.2040,346.5366,5.1839,516.0139,13.8484
CP002027.1,gene,852522,853779,-,MMSYN1_0714,,mRNA,conserved hypothetical protein,1257,22.1488,13.5179,73.3886,44.7907,19.4360,11.5632,64.0564,38.1098,49.4519,18.7041,87.9571,33.2678,68.7225,41.4503,87.9571,33.2678,78.3398,37.3590,225.5247,20.8728
CP002027.1,gene,853965,855234,-,MMSYN1_0715,,mRNA,conserved hypothetical protein,1269,18.6509,5.7226,61.7987,18.9615,19.4027,7.0559,63.9467,23.2548,50.2790,10.4618,89.4282,18.6077,62.8727,21.1082,89.4282,18.6077,76.1504,19.8580,246.0792,9.7738
CP002027.1,gene,855375,856518,+,MMSYN1_0716,,mRNA,conserved hypothetical protein,1143,3.5818,0.0000,11.8681,0.0000,3.8609,0.0000,12.7246,0.0000,29.7104,0.5477,52.8441,0.9741,12.2963,0.0000,52.8441,0.9741,32.5702,0.4871,18.4665,0.9843
CP002027.1,gene,856723,856800,+,MMSYN1_0717,,tRNA,tRNA-Arg,77,1264.4935,0.0000,4189.8233,0.0000,1500.2338,0.0000,4944.4223,0.0000,795.5584,0.0000,1415.0121,0.0000,4567.1228,0.0000,1415.0121,0.0000,2991.0674,0.0000,402.5594,0.2458
CP002027.1,gene,856847,856924,+,MMSYN1_0718,,tRNA,tRNA-Pro,77,1217.3636,0.0000,4033.6613,0.0000,1313.7532,0.4675,4329.8258,1.5409,1018.1429,0.0000,1810.9096,0.0000,4181.7435,0.7704,1810.9096,0.0000,2996.3266,0.3852,426.3522,0.2458
CP002027.1,gene,856934,857010,+,MMSYN1_0719,,tRNA,tRNA-Ala,76,1319.2500,0.0000,4371.2556,0.0000,1429.4211,2.0000,4711.0400,6.5915,1389.6184,0.0000,2471.6309,0.0000,4541.1478,3.2958,2471.6309,0.0000,3506.3894,1.6479,549.1440,0.2458
CP002027.1,gene,857014,857091,+,MMSYN1_0720,,tRNA,tRNA-Met,77,1162.4675,0.0000,3851.7663,0.0000,1350.1299,1.0909,4449.7147,3.5954,1590.5584,1.6623,2829.0309,2.9567,4150.7405,1.7977,2829.0309,2.9567,3489.8857,2.3772,646.5947,0.2458
CP002027.1,gene,857102,857179,+,MMSYN1_0721,,tRNA,tRNA-Met,77,1728.2597,1.3506,5726.4848,4.4753,1897.0909,2.1558,6252.3713,7.1052,2082.1948,2.3636,3703.4750,4.2041,5989.4281,5.7902,3703.4750,4.2041,4846.4515,4.9971,703.6617,0.2458
CP002027.1,gene,857221,857314,+,MMSYN1_0722,,tRNA,tRNA-Ser,93,1997.5376,4.9677,6618.7209,16.4603,2288.6882,4.2796,7542.9850,14.1045,2175.5161,5.8495,3869.4600,10.4041,7080.8530,15.2824,3869.4600,10.4041,5475.1565,12.8432,719.1999,0.2458
CP002027.1,gene,857336,857412,+,MMSYN1_0723,,tRNA,tRNA-Met,76,1082.9868,2.0000,3588.4118,6.6269,1194.4605,0.1842,3936.6646,0.6071,1170.0000,6.0000,2081.0088,10.6718,3762.5382,3.6170,2081.0088,10.6718,2921.7735,7.1444,754.7055,0.2458
CP002027.1,gene,857414,857491,+,MMSYN1_0724,,tRNA,tRNA-Asp,77,1370.9870,0.3117,4542.6831,1.0328,1423.3377,1.7922,4690.9906,5.9067,1319.5325,1.9740,2346.9732,3.5111,4616.8368,3.4697,2346.9732,3.5111,3481.9050,3.4904,2082.4996,0.2458
CP002027.1,gene,857499,857575,+,MMSYN1_0725,,tRNA,tRNA-Phe,76,3492.2632,1.3684,11571.4041,4.5342,3137.4079,5.3421,10340.1682,17.6063,5137.1053,2.9211,9137.0609,5.1955,10955.7862,11.0703,9137.0609,5.1955,10046.4236,8.1329,4134.2166,0.2458
CP002027.1,gene,857682,858417,+,MMSYN1_0726,nagB,mRNA,glucosamine-6-phosphate deaminase,735,410.1102,0.8762,1358.8755,2.9032,740.1211,0.8381,2439.2673,2.7622,6107.9184,5.2544,10863.7880,9.3457,1899.0714,2.8327,10863.7880,9.3457,6381.4297,6.0892,3907.9612,0.0000
CP002027.1,gene,858514,859261,+,MMSYN1_0727,tpiA,mRNA,triose-phosphate isomerase,747,427.8474,0.0000,1417.6466,0.0000,376.0669,0.3347,1239.4293,1.1030,1433.9732,3.0950,2550.5222,5.5050,1328.5380,0.5515,2550.5222,5.5050,1939.5301,3.0282,8718.9442,0.4238
CP002027.1,gene,859253,860090,+,MMSYN1_0728,,mRNA,HAD-superfamily hydrolase subfamily IIB_ protein,837,108.7754,0.0980,360.4207,0.3246,124.7670,1.3931,411.2032,4.5912,700.8877,2.0550,1246.6269,3.6550,385.8119,2.4579,1246.6269,3.6550,816.2194,3.0565,8446.5020,1.4819
CP002027.1,gene,860092,861688,+,MMSYN1_0729,gpmI,mRNA,2_3-bisphosphoglycerate-independent phosphoglycerate mutase,1596,284.1591,0.0840,941.5443,0.2782,301.5539,0.5439,993.8516,1.7924,1240.7769,2.4749,2206.8955,4.4020,967.6979,1.0353,2206.8955,4.4020,1587.2967,2.7187,2973.3948,1.0945
CP002027.1,gene,861787,862387,+,MMSYN1_0730,,mRNA,conserved hypothetical protein,600,0.0000,0.0000,0.0000,0.0000,0.8250,0.0000,2.7190,0.0000,20.9250,2.4467,37.2180,4.3517,1.3595,0.0000,37.2180,4.3517,19.2888,2.1759,243.9907,8.6821
CP002027.1,gene,862388,863402,+,MMSYN1_0731,,mRNA,conserved hypothetical protein,1014,2.3166,0.0000,7.6758,0.0000,4.1213,0.0000,13.5829,0.0000,15.6282,4.1203,27.7970,7.3286,10.6293,0.0000,27.7970,7.3286,19.2131,3.6643,208.9848,12.3913
CP002027.1,gene,863453,864122,-,MMSYN1_0732,deoC,mRNA,deoxyribose-phosphate aldolase,669,139.9851,0.9238,463.8321,3.0608,148.3438,1.1001,488.9067,3.6258,326.7474,1.7833,581.1660,3.1718,476.3694,3.3433,581.1660,3.1718,528.7677,3.2576,392.8444,15.9555
CP002027.1,gene,864133,865810,-,MMSYN1_0733,,mRNA,phosphoglucomutase or phosphomannomutase,1677,16.4013,0.4132,54.3448,1.3692,25.1646,0.1717,82.9366,0.5660,83.0590,3.1682,147.7321,5.6350,68.6407,0.9676,147.7321,5.6350,108.1864,3.3013,335.0648,10.9983
CP002027.1,gene,865971,867285,+,MMSYN1_0734,pdp,mRNA,pyrimidine-nucleoside phosphorylase,1314,318.8075,3.7641,1056.3494,12.4721,304.5282,4.9224,1003.6541,16.2230,740.2907,15.0464,1316.7107,26.7622,1030.0017,14.3475,1316.7107,26.7622,1173.3562,20.5548,1602.4301,32.4925
CP002027.1,gene,867339,868071,-,MMSYN1_0735,tnpB_4,mRNA,IS1296 transposase protein B,732,9.7268,2.3675,32.2291,7.8445,11.5342,2.8443,38.0139,9.3740,36.9276,13.6680,65.6809,24.3105,35.1215,8.6093,65.6809,24.3105,50.4012,16.4599,58.4892,95.3303
CP002027.1,gene,868208,868751,-,MMSYN1_0736,tnpA_4,mRNA,IS1296 transposase protein A,543,10.4401,0.7366,34.5928,2.4408,4.9779,3.0239,16.4060,9.9662,26.0497,3.0387,46.3331,5.4047,25.4994,6.2035,46.3331,5.4047,35.9162,5.8041,39.5443,18.1087
CP002027.1,gene,868815,869103,-,MMSYN1_0737,,pseudo,PSEUDOGENE - PTS system_ fructose-specific iibc component,288,233.4931,17.1111,773.6652,56.6966,243.6736,13.6701,803.0917,45.0536,443.2049,11.6042,788.3019,20.6396,788.3784,50.8751,788.3019,20.6396,788.3402,35.7574,126.4019,7.5989
CP002027.1,gene,869141,869264,-,MMSYN1_0738,,mRNA,hypothetical protein,123,291.3496,9.3659,965.3694,31.0332,270.3496,13.0488,891.0095,43.0058,418.1626,6.5041,743.7607,11.5684,928.1894,37.0195,743.7607,11.5684,835.9751,24.2939,132.2596,4.4226
CP002027.1,gene,869268,869403,-,MMSYN1_0739,,pseudo,PSEUDOGENE - PTS system_ fructose-specific family_ iiabc components,135,114.5778,2.6222,379.6466,8.6886,83.0370,15.4444,273.6708,50.9013,216.0074,4.9407,384.1994,8.7878,326.6587,29.7949,384.1994,8.7878,355.4291,19.2914,133.9210,4.3700
CP002027.1,gene,869452,869608,-,MMSYN1_0740,,mRNA,hypothetical protein,156,1.3013,0.0000,4.3117,0.0000,0.2949,0.0000,0.9718,0.0000,17.6603,0.0000,31.4112,0.0000,2.6418,0.0000,31.4112,0.0000,17.0265,0.0000,133.5571,3.8479
CP002027.1,gene,869726,870719,-,MMSYN1_0741,mmyCIIR,pseudo,PSEUDOGENE - CCTTC-recognizing Type II restriction modification system (MmyCII) endonuclease subunit,993,1.0534,0.0000,3.4903,0.0000,2.1148,0.9648,6.9699,3.1796,32.0292,0.6757,56.9684,1.2019,5.2301,1.5898,56.9684,1.2019,31.0993,1.3958,80.0109,2.5975
CP002027.1,gene,870720,873225,-,MMSYN1_0742,mmyCIIM,mRNA,CCTTC-recognizing Type II restriction modification system (MmyCII) adenine/cytosine DNA methyltransferase subunit,2505,24.7725,1.9661,82.0820,6.5144,25.7505,2.8287,84.8677,9.3229,113.1397,4.7577,201.2348,8.4622,83.4749,7.9187,201.2348,8.4622,142.3548,8.1904,229.7729,8.7565
CP002027.1,gene,873359,875396,-,MMSYN1_0743,fruA,mRNA,PTS system_ Fructose specific IIB subunit family,2037,182.6298,3.4654,605.1330,11.4824,180.0506,4.0938,593.4049,13.4921,797.3397,4.6760,1418.1803,8.3169,599.2689,12.4872,1418.1803,8.3169,1008.7246,10.4021,2135.5227,5.5167
CP002027.1,gene,875398,876334,-,MMSYN1_0744,pfkB,mRNA,1-phosphofructokinase,936,57.1560,0.3013,189.3829,0.9983,45.1731,0.3013,148.8800,0.9930,289.1293,3.9124,514.2569,6.9587,169.1314,0.9956,514.2569,6.9587,341.6942,3.9772,13052.4600,2.9826
CP002027.1,gene,876333,877032,-,MMSYN1_0745,,mRNA,transcriptional regulator of the fructose operon_ DeoR family,699,25.9170,0.2175,85.8745,0.7205,47.5021,0.0000,156.5560,0.0000,627.2861,0.4950,1115.7162,0.8804,121.2153,0.3603,1115.7162,0.8804,618.4657,0.6203,13155.4079,3.0648
CP002027.1,gene,877184,878165,+,MMSYN1_0746,,mRNA,conserved hypothetical protein,981,0.0000,0.0000,0.0000,0.0000,0.4852,0.0000,1.5992,0.0000,0.0000,0.0092,0.0000,0.0163,0.7996,0.0000,0.0000,0.0163,0.3998,0.0082,42.7425,18.7154
CP002027.1,gene,878367,879021,+,MMSYN1_0747,,mRNA,purine nucleoside phosphorylase,654,105.9281,0.0673,350.9865,0.2229,102.0214,0.0000,336.2389,0.0000,325.6865,0.9006,579.2791,1.6019,343.6127,0.1115,579.2791,1.6019,461.4459,0.8567,91.7147,0.6705
CP002027.1,gene,879068,879533,-,MMSYN1_0748,,mRNA,IS1296 transposase EH,465,87.4581,0.4903,289.7870,1.6247,83.5763,0.0000,275.4482,0.0000,211.8903,9.7333,376.8766,17.3121,282.6176,0.8123,376.8766,17.3121,329.7471,9.0622,33.8609,18.0966
CP002027.1,gene,879587,880493,-,MMSYN1_0749,,mRNA,lysophospholipase,906,10.7494,0.0000,35.6177,0.0000,10.0883,0.0000,33.2487,0.0000,49.9426,0.3135,88.8299,0.5575,34.4332,0.0000,88.8299,0.5575,61.6315,0.2788,67.4438,3.9713
CP002027.1,gene,880595,883649,-,MMSYN1_0750,,mRNA,viral A-type inclusion protein_ putative,3054,6.7263,0.3936,22.2871,1.3041,8.2613,0.5468,27.2273,1.8022,45.4060,0.4064,80.7610,0.7228,24.7572,1.5532,80.7610,0.7228,52.7591,1.1380,543.6485,16.1384
CP002027.1,gene,883673,886715,-,MMSYN1_0751,,mRNA,viral A-type inclusion protein_ putative,3042,5.9757,0.1203,19.8000,0.3987,8.4974,0.0000,28.0054,0.0000,41.0240,0.0000,72.9669,0.0000,23.9027,0.1993,72.9669,0.0000,48.4348,0.0997,1583.7431,1.6829
CP002027.1,gene,887084,887657,+,MMSYN1_0752,,mRNA,cell filamentation protein (fic),573,0.4607,0.0000,1.5266,0.0000,0.0000,0.0000,0.0000,0.0000,0.8709,0.0000,1.5489,0.0000,0.7633,0.0000,1.5489,0.0000,1.1561,0.0000,3.5182,0.0000
CP002027.1,gene,887864,888137,+,MMSYN1_0753,,mRNA,DNA-damage-inducible protein J,273,42.0586,0.0073,139.3587,0.0243,47.5275,1.1795,156.6395,3.8873,116.6996,8.7363,207.5666,15.5387,147.9991,1.9558,207.5666,15.5387,177.7829,8.7472,15.7789,2.2519
CP002027.1,gene,888175,889081,-,MMSYN1_0754,mmyCIIIM1,pseudo,PSEUDOGENE - GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 1,906,0.4834,0.0000,1.6019,0.0000,1.6380,0.0000,5.3984,0.0000,5.9570,0.7837,10.5953,1.3939,3.5001,0.0000,10.5953,1.3939,7.0477,0.6969,292.6102,12.0411
CP002027.1,gene,889073,890162,-,MMSYN1_0755,mmyCIIIM2,mRNA,GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 2,1089,3.8118,0.0000,12.6300,0.0000,8.0395,0.0000,26.4963,0.0000,22.8274,0.0055,40.6017,0.0098,19.5631,0.0000,40.6017,0.0098,30.0824,0.0049,290.6005,20.1646
CP002027.1,gene,890278,892318,+,MMSYN1_0756,mmyCIIIR,mRNA,GCATC--recognizing Type II restriction modification system (MmyCIII) endonuclease subunit,2040,1.8275,0.0000,6.0551,0.0000,2.0804,0.0000,6.8565,0.0000,13.8574,0.9966,24.6472,1.7725,6.4558,0.0000,24.6472,1.7725,15.5515,0.8863,264.8818,10.2572
CP002027.1,gene,892355,893441,-,MMSYN1_0757,,mRNA,conserved hypothetical protein,1086,0.4917,0.0000,1.6293,0.0000,0.8398,0.2026,2.7677,0.6677,0.5092,0.0350,0.9057,0.0622,2.1985,0.3338,0.9057,0.0622,1.5521,0.1980,70.1623,6.2096
CP002027.1,gene,893442,894831,-,MMSYN1_0758,,mRNA,beta-glucosidase,1389,1.5695,0.1066,5.2004,0.3531,0.9179,0.8668,3.0253,2.8568,17.3945,0.8251,30.9386,1.4675,4.1128,1.6049,30.9386,1.4675,17.5257,1.5362,54.0729,7.5261
CP002027.1,gene,894823,895702,-,MMSYN1_0759,,mRNA,sugar kinase_ ROK family,879,0.7736,0.0000,2.5633,0.0000,0.9363,2.1706,3.0858,7.1540,9.6189,0.4915,17.1085,0.8741,2.8245,3.5770,17.1085,0.8741,9.9665,2.2256,15.0497,3.8821
CP002027.1,gene,895703,896162,-,MMSYN1_0760,,mRNA,PTS system_ fructose-specific IIA component,459,3.5229,0.0000,11.6728,0.0000,5.4989,0.0000,18.1231,0.0000,17.7364,5.8301,31.5466,10.3696,14.8980,0.0000,31.5466,10.3696,23.2223,5.1848,22.2346,3.1800
CP002027.1,gene,896175,898842,-,MMSYN1_0761,,mRNA,glycosyl hydrolase_ family 38,2667,0.6460,0.0600,2.1406,0.1988,1.0772,0.0000,3.5503,0.0000,4.6955,0.4319,8.3517,0.7683,2.8455,0.0994,8.3517,0.7683,5.5986,0.4338,26.2514,4.8453
CP002027.1,gene,898853,900695,-,MMSYN1_0762,,mRNA,PTS system_ fructose-specific iibc component,1842,4.0945,4.3958,13.5668,14.5651,8.4680,3.2264,27.9085,10.6334,11.7769,5.0331,20.9468,8.9521,20.7376,12.5993,20.9468,8.9521,20.8422,10.7757,37.3551,7.2514
CP002027.1,gene,900709,901486,-,MMSYN1_0763,,mRNA,putative liporotein,777,0.2806,0.3707,0.9296,1.2281,0.5740,0.1853,1.8918,0.6108,5.1918,0.3951,9.2343,0.7028,1.4107,0.9195,9.2343,0.7028,5.3225,0.8111,26.6481,2.4755
CP002027.1,gene,901651,902203,-,MMSYN1_0764,hpt_2,mRNA,hypoxanthine phosphoribosyltransferase,552,2.3370,0.0000,7.7434,0.0000,7.4493,0.0000,24.5511,0.0000,154.8895,0.9040,275.4926,1.6079,16.1472,0.0000,275.4926,1.6079,145.8199,0.8039,254.9660,19.5796
CP002027.1,gene,902238,903537,-,MMSYN1_0765,purB,mRNA,adenylosuccinate lyase,1299,19.5412,0.0000,64.7485,0.0000,33.3980,0.0000,110.0721,0.0000,126.8437,1.1586,225.6093,2.0607,87.4103,0.0000,225.6093,2.0607,156.5098,1.0304,288.8162,19.4885
CP002027.1,gene,903529,904828,-,MMSYN1_0766,purA,mRNA,adenylosuccinate synthase,1299,91.2417,0.3826,302.3240,1.2677,88.9646,0.9507,293.2066,3.1334,211.4565,3.2325,376.1050,5.7494,297.7653,2.2006,376.1050,5.7494,336.9352,3.9750,222.1226,6.9263
CP002027.1,gene,905048,905201,-,MMSYN1_0767,,mRNA,ribonucleoside-diphosphate reductase subunit alpha (Ribonucleotide reductase),153,141.4837,0.0000,468.7976,0.0000,186.1569,0.0000,613.5298,0.0000,550.9804,0.4248,979.9958,0.7556,541.1637,0.0000,979.9958,0.7556,760.5797,0.3778,911.2658,0.7166
CP002027.1,gene,905181,905697,-,MMSYN1_0768,mmyCIVR,mRNA,GANTC--recognizing Type II restriction modification system (MmyCIV) endonuclease subunit,516,306.4574,6.7403,1015.4281,22.3336,315.5736,7.4109,1040.0575,24.4245,960.4651,21.5291,1708.3217,38.2925,1027.7428,23.3790,1708.3217,38.2925,1368.0322,30.8357,1643.2166,3.3818
