orfs	isoform_id	n_reads	strand	n_orfs	n_with_stop	n_without_stop
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_067958	77	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_067968	90	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_067983	27	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_067993	70	-	3	3	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_068007	94	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_068027	25	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_068151	49402	-	4	4	0
MMSYN1_0669✓	ISO_067598	20	-	1	1	0
MMSYN1_0669✓	ISO_067637	13	-	1	1	0
MMSYN1_0669✓	ISO_067641	27	-	1	1	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_067681	21	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_067752	57	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_067785	39	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_067787	39	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_067825	42	-	2	2	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_067899	26	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_067974	35	-	3	3	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_068016	36	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_068152	172	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068153	485	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068154	1001	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068155	179	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068008	13	-	4	3	1
MMSYN1_0670✓ MMSYN1_0669✗	ISO_067715	14	-	2	1	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_067955	12	-	3	2	1
MMSYN1_0669✗	ISO_067563	18	-	1	0	1
MMSYN1_0670✓ MMSYN1_0669✗	ISO_067743	27	-	2	1	1
MMSYN1_0670✓ MMSYN1_0669✗	ISO_067758	26	-	2	1	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_067887	21	-	3	2	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_067897	14	-	3	2	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_067995	16	-	3	2	1
MMSYN1_0670✓ MMSYN1_0669✗	ISO_067862	13	-	2	1	1
MMSYN1_0670✓ MMSYN1_0669✗	ISO_067869	11	-	2	1	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_067937	15	-	3	2	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_067965	19	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068156	8551	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068157	115	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068158	281	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068159	462	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068160	246	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_068161	247	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068162	290	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068163	113	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068164	173	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068165	163	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068166	109	-	3	2	1
MMSYN1_0671✓ MMSYN1_0670✗	ISO_067886	19	-	2	1	1
MMSYN1_0671✓ MMSYN1_0670✗	ISO_067973	11	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068167	6383	-	3	2	1
MMSYN1_0670✗	ISO_067863	17	-	1	0	1
MMSYN1_0670✗	ISO_067870	15	-	1	0	1
MMSYN1_0671✓ MMSYN1_0670✗	ISO_067953	15	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068168	1280	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068169	505	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068170	195	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068171	206	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068172	218	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068173	1073	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068174	192	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068175	187	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068176	429	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068177	141	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068178	172	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068179	186	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068180	149	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✗	ISO_068181	165	-	3	2	1
MMSYN1_0672✓ MMSYN1_0671✓	ISO_068182	167	-	2	2	0
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068183	106	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068184	67	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068185	1513	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068186	388	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068187	75	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068188	254	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068189	3009	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068190	105	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068191	101	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068192	53	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068193	43	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068194	27	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068195	42	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068196	16	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068197	12	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✗	ISO_068198	18	-	2	1	1
MMSYN1_0672✓	ISO_068204	66	-	1	1	0
MMSYN1_0673✓	ISO_068216	108	-	1	1	0
MMSYN1_0673✓	ISO_068226	16	-	1	1	0
MMSYN1_0673✗	ISO_068227	43	-	1	0	1
MMSYN1_0676✓	ISO_068260	17	-	1	1	0
MMSYN1_0676✓	ISO_068267	36	-	1	1	0
MMSYN1_0676✗	ISO_068261	37	-	1	0	1
MMSYN1_0676✗	ISO_068269	115	-	1	0	1
MMSYN1_0676✗	ISO_068263	19	-	1	0	1
MMSYN1_0676✗	ISO_068270	44	-	1	0	1
MMSYN1_0676✗	ISO_068272	13	-	1	0	1
MMSYN1_0677✗	ISO_030193	81	+	1	0	1
MMSYN1_0683✓ MMSYN1_0682✗	ISO_068413	11	-	2	1	1
MMSYN1_0682✗	ISO_068364	36	-	1	0	1
MMSYN1_0683✓ MMSYN1_0682✗	ISO_068415	26	-	2	1	1
MMSYN1_0683✓	ISO_068389	10	-	1	1	0
MMSYN1_0683✓	ISO_068394	39	-	1	1	0
MMSYN1_0683✓	ISO_068409	46	-	1	1	0
MMSYN1_0683✓	ISO_068416	336	-	1	1	0
MMSYN1_0683✓	ISO_068426	31	-	1	1	0
MMSYN1_0683✓	ISO_068450	13	-	1	1	0
MMSYN1_0684✓ MMSYN1_0683✓	ISO_068479	22	-	2	2	0
MMSYN1_0684✓ MMSYN1_0683✓	ISO_068495	47	-	2	2	0
MMSYN1_0684✓ MMSYN1_0683✓	ISO_068506	12	-	2	2	0
MMSYN1_0684✓ MMSYN1_0683✓	ISO_068640	19	-	2	2	0
MMSYN1_0685✓ MMSYN1_0684✓ MMSYN1_0683✓	ISO_068684	49	-	3	3	0
MMSYN1_0683✓	ISO_068401	15	-	1	1	0
MMSYN1_0684✓ MMSYN1_0683✓	ISO_068473	10	-	2	2	0
MMSYN1_0684✓ MMSYN1_0683✓	ISO_068485	10	-	2	2	0
MMSYN1_0683✗	ISO_068419	22	-	1	0	1
MMSYN1_0683✗	ISO_068376	12	-	1	0	1
MMSYN1_0683✗	ISO_068379	10	-	1	0	1
MMSYN1_0683✗	ISO_068382	12	-	1	0	1
MMSYN1_0683✗	ISO_068387	13	-	1	0	1
MMSYN1_0683✗	ISO_068390	12	-	1	0	1
MMSYN1_0683✗	ISO_068396	114	-	1	0	1
MMSYN1_0683✗	ISO_068402	53	-	1	0	1
MMSYN1_0683✗	ISO_068404	24	-	1	0	1
MMSYN1_0683✗	ISO_068411	191	-	1	0	1
MMSYN1_0683✗	ISO_068420	1771	-	1	0	1
MMSYN1_0683✗	ISO_068428	191	-	1	0	1
MMSYN1_0683✗	ISO_068429	16	-	1	0	1
MMSYN1_0683✗	ISO_068432	34	-	1	0	1
MMSYN1_0683✗	ISO_068433	21	-	1	0	1
MMSYN1_0683✗	ISO_068436	15	-	1	0	1
MMSYN1_0683✗	ISO_068438	13	-	1	0	1
MMSYN1_0683✗	ISO_068447	10	-	1	0	1
MMSYN1_0683✗	ISO_068448	15	-	1	0	1
MMSYN1_0683✗	ISO_068452	30	-	1	0	1
MMSYN1_0683✗	ISO_068454	20	-	1	0	1
MMSYN1_0683✗	ISO_068456	19	-	1	0	1
MMSYN1_0683✗	ISO_068458	31	-	1	0	1
MMSYN1_0683✗	ISO_068462	16	-	1	0	1
MMSYN1_0683✗	ISO_068468	19	-	1	0	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068474	45	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068480	65	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068488	29	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068492	37	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068496	184	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068500	28	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068503	37	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068505	20	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068507	38	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068514	13	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068520	19	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068522	11	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068523	21	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068530	24	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068533	10	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068537	40	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068543	33	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068551	19	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068572	35	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068595	20	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068613	22	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068621	16	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068643	54	-	2	1	1
MMSYN1_0684✓ MMSYN1_0683✗	ISO_068662	15	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✓ MMSYN1_0683✗	ISO_068687	155	-	3	2	1
MMSYN1_0685✓ MMSYN1_0684✓ MMSYN1_0683✗	ISO_068761	11	-	3	2	1
MMSYN1_0683✗	ISO_068423	15	-	1	0	1
MMSYN1_0685✓ MMSYN1_0684✓ MMSYN1_0683✗	ISO_068692	11	-	3	2	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068701	10	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068702	21	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068703	13	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068706	14	-	2	1	1
MMSYN1_0684✗	ISO_068646	13	-	1	0	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068708	43	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068710	22	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068711	16	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068712	10	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068714	12	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068715	12	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068716	22	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068718	18	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068720	22	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068721	11	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068722	28	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068723	18	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068724	13	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068725	17	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068726	10	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068727	79	-	2	1	1
MMSYN1_0685✓ MMSYN1_0684✗	ISO_068728	18	-	2	1	1
MMSYN1_0685✓	ISO_068729	116	-	1	1	0
MMSYN1_0685✗	ISO_068730	26	-	1	0	1
MMSYN1_0685✗	ISO_068731	20	-	1	0	1
MMSYN1_0685✗	ISO_068732	23	-	1	0	1
MMSYN1_0685✗	ISO_068733	37	-	1	0	1
MMSYN1_0685✗	ISO_068734	21	-	1	0	1
MMSYN1_0685✗	ISO_068735	36	-	1	0	1
MMSYN1_0685✗	ISO_068736	25	-	1	0	1
MMSYN1_0685✗	ISO_068737	19	-	1	0	1
MMSYN1_0685✗	ISO_068738	23	-	1	0	1
MMSYN1_0685✗	ISO_068739	20	-	1	0	1
MMSYN1_0685✗	ISO_068740	45	-	1	0	1
MMSYN1_0685✗	ISO_068741	19	-	1	0	1
MMSYN1_0685✗	ISO_068742	36	-	1	0	1
MMSYN1_0685✗	ISO_068743	48	-	1	0	1
MMSYN1_0685✗	ISO_068744	19	-	1	0	1
MMSYN1_0685✗	ISO_068745	13	-	1	0	1
MMSYN1_0685✗	ISO_068746	26	-	1	0	1
MMSYN1_0685✗	ISO_068747	23	-	1	0	1
MMSYN1_0685✗	ISO_068749	27	-	1	0	1
MMSYN1_0685✗	ISO_068750	16	-	1	0	1
MMSYN1_0685✗	ISO_068752	12	-	1	0	1
MMSYN1_0685✗	ISO_068755	59	-	1	0	1
MMSYN1_0685✗	ISO_068757	18	-	1	0	1
MMSYN1_0686✓	ISO_030209	10	+	1	1	0
MMSYN1_0686✓	ISO_030212	65	+	1	1	0
MMSYN1_0687✓	ISO_068832	37	-	1	1	0
MMSYN1_0688✓ MMSYN1_0687✓	ISO_069027	13	-	2	2	0
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✓	ISO_069079	22	-	3	3	0
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✓	ISO_069095	57	-	3	3	0
MMSYN1_0687✗	ISO_068879	10	-	1	0	1
MMSYN1_0687✗	ISO_068908	12	-	1	0	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069080	59	-	3	2	1
MMSYN1_0687✗	ISO_068829	10	-	1	0	1
MMSYN1_0687✗	ISO_068886	12	-	1	0	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069077	18	-	3	2	1
MMSYN1_0687✗	ISO_068831	20	-	1	0	1
MMSYN1_0687✗	ISO_068982	10	-	1	0	1
MMSYN1_0688✓ MMSYN1_0687✗	ISO_069028	25	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069096	273	-	3	2	1
MMSYN1_0687✗	ISO_068945	14	-	1	0	1
MMSYN1_0687✗	ISO_068971	15	-	1	0	1
MMSYN1_0687✗	ISO_068833	131	-	1	0	1
MMSYN1_0687✗	ISO_068877	11	-	1	0	1
MMSYN1_0687✗	ISO_068930	12	-	1	0	1
MMSYN1_0687✗	ISO_068947	13	-	1	0	1
MMSYN1_0687✗	ISO_068882	12	-	1	0	1
MMSYN1_0687✗	ISO_068941	23	-	1	0	1
MMSYN1_0687✗	ISO_068954	16	-	1	0	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069170	10	-	3	2	1
MMSYN1_0687✗	ISO_068895	18	-	1	0	1
MMSYN1_0687✗	ISO_068917	10	-	1	0	1
MMSYN1_0687✗	ISO_068892	10	-	1	0	1
MMSYN1_0687✗	ISO_068961	25	-	1	0	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069100	16	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069113	12	-	3	2	1
MMSYN1_0687✗	ISO_068943	15	-	1	0	1
MMSYN1_0687✗	ISO_068972	12	-	1	0	1
MMSYN1_0687✗	ISO_068835	15	-	1	0	1
MMSYN1_0687✗	ISO_068878	10	-	1	0	1
MMSYN1_0687✗	ISO_068909	11	-	1	0	1
MMSYN1_0687✗	ISO_068946	20	-	1	0	1
MMSYN1_0687✗	ISO_068962	15	-	1	0	1
MMSYN1_0688✓ MMSYN1_0687✗	ISO_069029	20	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069073	15	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069083	44	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069118	343	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069126	12	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069129	41	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069131	12	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069133	15	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069134	10	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓ MMSYN1_0687✗	ISO_069135	11	-	3	2	1
MMSYN1_0689✓ MMSYN1_0688✓	ISO_069138	26	-	2	2	0
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069253	14	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069087	19	-	2	1	1
MMSYN1_0688✗	ISO_069031	13	-	1	0	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069078	12	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069143	201	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069144	25	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069147	10	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069075	10	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069089	21	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069148	220	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069254	18	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069150	17	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069155	16	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069256	27	-	2	1	1
MMSYN1_0689✓ MMSYN1_0688✗	ISO_069257	32	-	2	1	1
MMSYN1_0690✓ MMSYN1_0689✓ MMSYN1_0688✗	ISO_069321	13	-	3	2	1
MMSYN1_0689✗	ISO_069259	21	-	1	0	1
MMSYN1_0690✗	ISO_069326	12	-	1	0	1
MMSYN1_0690✗	ISO_069327	14	-	1	0	1
MMSYN1_0691✗	ISO_069418	11	-	1	0	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069479	22	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069480	26	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069483	10	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069484	10	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069486	70	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069553	30	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✓ MMSYN1_0691✗	ISO_069488	12	-	4	3	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069494	19	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069496	70	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069557	31	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069497	15	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069498	14	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069499	22	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069502	16	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069503	11	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069507	11	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069512	15	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✓ MMSYN1_0692✗	ISO_069513	11	-	3	2	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069516	23	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069519	29	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069520	15	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069521	16	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069524	19	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069525	37	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069578	20	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069529	35	-	2	1	1
MMSYN1_0694✓ MMSYN1_0693✗	ISO_069580	29	-	2	1	1
MMSYN1_0694✓	ISO_069533	14	-	1	1	0
MMSYN1_0694✓	ISO_069581	36	-	1	1	0
MMSYN1_0694✓	ISO_069611	15	-	1	1	0
MMSYN1_0694✓	ISO_069613	10	-	1	1	0
MMSYN1_0694✓	ISO_069598	11	-	1	1	0
MMSYN1_0694✓	ISO_069608	31	-	1	1	0
MMSYN1_0694✓	ISO_069614	11	-	1	1	0
MMSYN1_0694✓	ISO_069654	11	-	1	1	0
MMSYN1_0695✓ MMSYN1_0694✓	ISO_069676	25	-	2	2	0
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✓ MMSYN1_0694✓	ISO_069793	23	-	4	4	0
MMSYN1_0695✗	ISO_069675	17	-	1	0	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069802	41	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069811	13	-	3	2	1
MMSYN1_0695✗	ISO_069671	15	-	1	0	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069815	47	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069816	10	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069822	17	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069823	12	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069827	12	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069828	15	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069829	17	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069830	16	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069831	20	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069832	13	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069834	24	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069835	156	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069836	23	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069837	46	-	3	2	1
MMSYN1_0697✓ MMSYN1_0696✓ MMSYN1_0695✗	ISO_069838	16	-	3	2	1
