chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,protein_mw_Da,iPM_rep1,iPM_rep2,iPM_rep3,iPM_mean,iPM_CV,ptn_copy_number,TMRs,topo_regions,protein_length,signalP,ptn_localization
CP002027.1,gene,848529,849393,-,MMSYN1_0710,,mRNA,hydrolase of the HAD family,32632.505100000024,332.8170087287048,325.80161619143354,303.5486518718633,320.7224255973339,0.04764544401944176,41.00341813474258,0.0,"[('inside', 1, 287)]",287.0,,cytoplasmic
CP002027.1,gene,849524,850715,+,MMSYN1_0711,,mRNA,aminotransferase,46646.97699999995,89.95924908619625,100.33683222089486,69.09939503985863,86.46515878231658,0.18399485378719457,11.054316058613985,0.0,"[('inside', 1, 396)]",396.0,,cytoplasmic
CP002027.1,gene,850724,851126,+,MMSYN1_0712,,mRNA,endoribonuclease L-PSP_ putative,14941.083799999986,894.9673516773515,750.487953069617,812.2685749153051,819.2412932207579,0.0884863144260229,104.73758807671364,0.0,"[('inside', 1, 133)]",133.0,,cytoplasmic
CP002027.1,gene,851161,852493,-,MMSYN1_0713,,mRNA,conserved hypothetical protein,50482.63949999996,12.292513458240023,10.97858744008496,11.680720498601428,11.650607132308801,0.056433146820052946,1.4894958307949488,1.0,"[('signal', 1, 24), ('outside', 25, 384), ('TMhelix', 385, 405), ('inside', 406, 443)]",443.0,,membrane
CP002027.1,gene,852522,853779,-,MMSYN1_0714,,mRNA,conserved hypothetical protein,47297.6593,,,,,,,1.0,"[('signal', 1, 26), ('outside', 27, 371), ('TMhelix', 372, 381), ('inside', 382, 418)]",418.0,lipoprotein,lipoprotein
CP002027.1,gene,853965,855234,-,MMSYN1_0715,,mRNA,conserved hypothetical protein,47578.26979999994,21.22641958745078,23.382466815874995,23.04566568645641,22.55151736326073,0.05143150782410254,2.8831451193239355,1.0,"[('signal', 1, 38), ('outside', 39, 368), ('TMhelix', 369, 378), ('inside', 379, 422)]",422.0,extracellular,extracellular
CP002027.1,gene,855375,856518,+,MMSYN1_0716,,mRNA,conserved hypothetical protein,44441.747700000014,101.64734330289645,118.83768562675505,103.09750783163243,107.86084558709463,0.08839013650473684,13.789691642975995,0.0,"[('inside', 1, 380)]",380.0,,cytoplasmic
CP002027.1,gene,856723,856800,+,MMSYN1_0717,,tRNA,tRNA-Arg,,,,,,,,,,,,Non_proteins
CP002027.1,gene,856847,856924,+,MMSYN1_0718,,tRNA,tRNA-Pro,,,,,,,,,,,,Non_proteins
CP002027.1,gene,856934,857010,+,MMSYN1_0719,,tRNA,tRNA-Ala,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857014,857091,+,MMSYN1_0720,,tRNA,tRNA-Met,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857102,857179,+,MMSYN1_0721,,tRNA,tRNA-Met,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857221,857314,+,MMSYN1_0722,,tRNA,tRNA-Ser,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857336,857412,+,MMSYN1_0723,,tRNA,tRNA-Met,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857414,857491,+,MMSYN1_0724,,tRNA,tRNA-Asp,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857499,857575,+,MMSYN1_0725,,tRNA,tRNA-Phe,,,,,,,,,,,,Non_proteins
CP002027.1,gene,857682,858417,+,MMSYN1_0726,nagB,mRNA,glucosamine-6-phosphate deaminase,27583.265200000023,1035.5424936531756,955.1298690320612,949.8490400338447,980.1738009063605,0.04899471593519483,125.31233551389532,0.0,"[('inside', 1, 244)]",244.0,,cytoplasmic
CP002027.1,gene,858514,859261,+,MMSYN1_0727,tpiA,mRNA,triose-phosphate isomerase,27520.312800000025,1549.2404249102667,1564.5081752945468,1311.6502956433349,1475.1329652827162,0.09611730252733405,188.591407872954,0.0,"[('inside', 1, 248)]",248.0,,cytoplasmic
CP002027.1,gene,859253,860090,+,MMSYN1_0728,,mRNA,HAD-superfamily hydrolase subfamily IIB_ protein,31938.325300000015,504.2692329401791,432.17995121165916,464.1752551720174,466.8748131079519,0.07736630654637934,59.68857070967565,0.0,"[('inside', 1, 278)]",278.0,,cytoplasmic
CP002027.1,gene,860092,861688,+,MMSYN1_0729,gpmI,mRNA,2_3-bisphosphoglycerate-independent phosphoglycerate mutase,60012.900400000086,1307.8772114603232,1075.9327597619085,1298.3985932073315,1227.4028548098545,0.10694331966829669,156.91984238960424,0.0,"[('inside', 1, 531)]",531.0,,cytoplasmic
CP002027.1,gene,861787,862387,+,MMSYN1_0730,,mRNA,conserved hypothetical protein,23440.990300000038,1.2494708674789667,1.043458875222924,1.0382047587270966,1.1103781671429958,0.10850938790140996,0.14195858050854,0.0,"[('inside', 1, 199)]",199.0,,cytoplasmic
CP002027.1,gene,862388,863402,+,MMSYN1_0731,,mRNA,conserved hypothetical protein,40010.52600000003,51.40202898945584,55.07298516855242,45.55212868049983,50.6757142795027,0.0947555374464843,6.4787409175059185,0.0,"[('inside', 1, 337)]",337.0,,cytoplasmic
CP002027.1,gene,863453,864122,-,MMSYN1_0732,deoC,mRNA,deoxyribose-phosphate aldolase,24278.94890000001,840.560346649592,637.230296250665,876.715875119722,784.8355060066597,0.16449538215112566,100.33890944746851,0.0,"[('inside', 1, 222)]",222.0,,cytoplasmic
CP002027.1,gene,864133,865810,-,MMSYN1_0733,,mRNA,phosphoglucomutase or phosphomannomutase,63865.13000000011,674.8728230437439,702.8192995377918,693.3818563779017,690.3579929864792,0.020592955615387362,88.26023748219497,0.0,"[('inside', 1, 558)]",558.0,,cytoplasmic
CP002027.1,gene,865971,867285,+,MMSYN1_0734,pdp,mRNA,pyrimidine-nucleoside phosphorylase,48955.53169999998,4239.554422763782,3445.5262472104414,3830.7805357499738,3838.6204019080656,0.10344136626236394,490.75632022564264,0.0,"[('inside', 1, 437)]",437.0,,cytoplasmic
CP002027.1,gene,867339,868071,-,MMSYN1_0735,tnpB_4,mRNA,IS1296 transposase protein B,28660.793800000047,,,,,,,0.0,"[('inside', 1, 243)]",243.0,,cytoplasmic
CP002027.1,gene,868208,868751,-,MMSYN1_0736,tnpA_4,mRNA,IS1296 transposase protein A,21282.83050000002,,,,,,,0.0,"[('inside', 1, 180)]",180.0,,cytoplasmic
CP002027.1,gene,868815,869103,-,MMSYN1_0737,,pseudo,PSEUDOGENE - PTS system_ fructose-specific iibc component,,,,,,,,,,,,Non_proteins
CP002027.1,gene,869141,869264,-,MMSYN1_0738,,mRNA,hypothetical protein,4557.4673,,,,,,,0.0,"[('signal', 1, 35), ('outside', 36, 40)]",40.0,,cytoplasmic
CP002027.1,gene,869268,869403,-,MMSYN1_0739,,pseudo,PSEUDOGENE - PTS system_ fructose-specific family_ iiabc components,,,,,,,,,,,,Non_proteins
CP002027.1,gene,869452,869608,-,MMSYN1_0740,,mRNA,hypothetical protein,6084.7726999999995,,,,,,,0.0,"[('inside', 1, 51)]",51.0,,cytoplasmic
CP002027.1,gene,869726,870719,-,MMSYN1_0741,mmyCIIR,pseudo,PSEUDOGENE - CCTTC-recognizing Type II restriction modification system (MmyCII) endonuclease subunit,,,,,,,,,,,,Non_proteins
CP002027.1,gene,870720,873225,-,MMSYN1_0742,mmyCIIM,mRNA,CCTTC-recognizing Type II restriction modification system (MmyCII) adenine/cytosine DNA methyltransferase subunit,97145.49220000069,224.07816939981484,272.0220654852192,240.33187106438976,245.47736864980791,0.09932730104697468,31.383559071736133,0.0,"[('inside', 1, 834)]",834.0,,cytoplasmic
CP002027.1,gene,873359,875396,-,MMSYN1_0743,fruA,mRNA,PTS system_ Fructose specific IIB subunit family,73616.8072000003,121.60975113264755,117.80312823604021,116.79302826278078,118.73530254382285,0.02139264607252257,15.179958958255039,10.0,"[('inside', 1, 296), ('TMhelix', 297, 317), ('outside', 318, 342), ('TMhelix', 343, 363), ('inside', 364, 368), ('TMhelix', 369, 379), ('outside', 380, 411), ('TMhelix', 412, 430), ('inside', 431, 444), ('TMhelix', 445, 463), ('outside', 464, 487), ('TMhelix', 488, 500), ('inside', 501, 501), ('TMhelix', 502, 511), ('outside', 512, 530), ('TMhelix', 531, 548), ('inside', 549, 592), ('TMhelix', 593, 609), ('outside', 610, 639), ('TMhelix', 640, 660), ('inside', 661, 678)]",678.0,,membrane
CP002027.1,gene,875398,876334,-,MMSYN1_0744,pfkB,mRNA,1-phosphofructokinase,35029.753100000016,76.4214775831295,80.12198951040985,82.94627834895343,79.82991514749759,0.04098953927258596,10.206019689323137,0.0,"[('inside', 1, 311)]",311.0,,cytoplasmic
CP002027.1,gene,876333,877032,-,MMSYN1_0745,,mRNA,transcriptional regulator of the fructose operon_ DeoR family,26678.326000000012,109.29344562974805,96.44352282440337,110.77472920977849,105.50389922130996,0.07470239196240998,13.488362987278045,0.0,"[('inside', 1, 232)]",232.0,,cytoplasmic
CP002027.1,gene,877184,878165,+,MMSYN1_0746,,mRNA,conserved hypothetical protein,39370.995800000004,104.49130731446701,100.40918213117317,105.17003882481869,103.35684275681962,0.02491569961872164,13.213868137694531,0.0,"[('inside', 1, 326)]",326.0,,cytoplasmic
CP002027.1,gene,878367,879021,+,MMSYN1_0747,,mRNA,purine nucleoside phosphorylase,24512.55620000003,1526.7645815207743,1351.6710715000006,1263.9488381061303,1380.794830375635,0.09690540242985092,176.53055498921051,0.0,"[('inside', 1, 217)]",217.0,,cytoplasmic
CP002027.1,gene,879068,879533,-,MMSYN1_0748,,mRNA,IS1296 transposase EH,18090.587799999998,34.81013348145654,20.907633670419127,34.519754219512436,30.0791737904627,0.2641067760802548,3.845533837494726,0.0,"[('inside', 1, 154)]",154.0,,cytoplasmic
CP002027.1,gene,879587,880493,-,MMSYN1_0749,,mRNA,lysophospholipase,34977.26050000003,175.3119978330272,159.248031397147,144.82767783234544,159.79590235417322,0.0954313773462534,20.42943579091318,0.0,"[('inside', 1, 301)]",301.0,,cytoplasmic
CP002027.1,gene,880595,883649,-,MMSYN1_0750,,mRNA,viral A-type inclusion protein_ putative,119278.93260000084,872.1769620470252,933.1671502036868,909.9450371928457,905.0963831478525,0.03401055867734725,115.71390862779471,0.0,"[('signal', 1, 24), ('outside', 25, 1017)]",1017.0,lipoprotein,lipoprotein
CP002027.1,gene,883673,886715,-,MMSYN1_0751,,mRNA,viral A-type inclusion protein_ putative,118741.35950000098,940.1864027610449,1085.658145267468,956.7920095419099,994.2121858568075,0.0800921283740666,127.10710171082583,0.0,"[('signal', 1, 23), ('outside', 24, 1013)]",1013.0,extracellular,extracellular
CP002027.1,gene,887084,887657,+,MMSYN1_0752,,mRNA,cell filamentation protein (fic),22594.975900000038,18.522952896786094,10.559526798711657,15.086632827713908,14.723037507737219,0.27128535524914393,1.8822970112516697,0.0,"[('inside', 1, 190)]",190.0,,cytoplasmic
CP002027.1,gene,887864,888137,+,MMSYN1_0753,,mRNA,DNA-damage-inducible protein J,10450.94929999999,405.47194792402007,333.56109789902524,397.2819225078224,378.77165611028926,0.10393347779181934,48.424841400327146,0.0,"[('inside', 1, 90)]",90.0,,cytoplasmic
CP002027.1,gene,888175,889081,-,MMSYN1_0754,mmyCIIIM1,pseudo,PSEUDOGENE - GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 1,,,,,,,,,,,,Non_proteins
CP002027.1,gene,889073,890162,-,MMSYN1_0755,mmyCIIIM2,mRNA,GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 2,42155.90409999999,159.94669076897642,182.1792949243764,159.24336379868816,167.123116497347,0.07804889356706582,21.366198553029964,0.0,"[('inside', 1, 362)]",362.0,,cytoplasmic
CP002027.1,gene,890278,892318,+,MMSYN1_0756,mmyCIIIR,mRNA,GCATC--recognizing Type II restriction modification system (MmyCIII) endonuclease subunit,81254.1937000003,101.70948086428572,104.09062622459889,104.62105223612821,103.47371977500427,0.014986637238384953,13.228810520466928,0.0,"[('inside', 1, 679)]",679.0,,cytoplasmic
CP002027.1,gene,892355,893441,-,MMSYN1_0757,,mRNA,conserved hypothetical protein,42261.761499999986,91.64873379703644,106.23545180634595,84.33823974200905,94.07414178179715,0.11850514840994682,12.027102139683219,0.0,"[('inside', 1, 361)]",361.0,,cytoplasmic
CP002027.1,gene,893442,894831,-,MMSYN1_0758,,mRNA,beta-glucosidase,54844.82399999997,6.093226679386155,7.243554008645993,6.763874224000437,6.700218304010861,0.08623592619755593,0.8566031895079836,0.0,"[('inside', 1, 462)]",462.0,,cytoplasmic
CP002027.1,gene,894823,895702,-,MMSYN1_0759,,mRNA,sugar kinase_ ROK family,32675.96890000001,,,,,,,0.0,"[('inside', 1, 292)]",292.0,,cytoplasmic
CP002027.1,gene,895703,896162,-,MMSYN1_0760,,mRNA,PTS system_ fructose-specific IIA component,17145.661499999987,19.161365267071474,22.89905894764332,14.078300833794342,18.712908349503046,0.2365985008421995,2.3923902550398006,0.0,"[('inside', 1, 152)]",152.0,,cytoplasmic
CP002027.1,gene,896175,898842,-,MMSYN1_0761,,mRNA,glycosyl hydrolase_ family 38,104506.02760000069,70.26508675662286,79.62595102748371,63.71533256698355,71.20212345036337,0.11230832685706887,9.102981914904424,0.0,"[('outside', 1, 888)]",888.0,,cytoplasmic
CP002027.1,gene,898853,900695,-,MMSYN1_0762,,mRNA,PTS system_ fructose-specific iibc component,66705.35390000018,2.509799405197093,2.0175848605365636,0.980281476874198,1.8358885808692849,0.425286904408565,0.23471295151868618,10.0,"[('inside', 1, 149), ('TMhelix', 150, 170), ('outside', 171, 200), ('TMhelix', 201, 217), ('inside', 218, 224), ('TMhelix', 225, 234), ('outside', 235, 258), ('TMhelix', 259, 278), ('inside', 279, 289), ('TMhelix', 290, 312), ('outside', 313, 337), ('TMhelix', 338, 347), ('inside', 348, 348), ('TMhelix', 349, 358), ('outside', 359, 391), ('TMhelix', 392, 412), ('inside', 413, 455), ('TMhelix', 456, 465), ('outside', 466, 497), ('TMhelix', 498, 516), ('inside', 517, 613)]",613.0,,membrane
CP002027.1,gene,900709,901486,-,MMSYN1_0763,,mRNA,putative liporotein,29422.61100000004,12.439558466893981,11.252855697804497,9.264572014588735,10.985662059762404,0.14603298431229392,1.4044845603935214,0.0,"[('signal', 1, 23), ('outside', 24, 258)]",258.0,lipoprotein,lipoprotein
CP002027.1,gene,901651,902203,-,MMSYN1_0764,hpt_2,mRNA,hypoxanthine phosphoribosyltransferase,21085.913500000006,239.31513880163874,241.4999152121226,272.31737589942384,251.04414330439508,0.07351502959261978,32.0952548267143,0.0,"[('inside', 1, 183)]",183.0,,cytoplasmic
CP002027.1,gene,902238,903537,-,MMSYN1_0765,purB,mRNA,adenylosuccinate lyase,50701.47690000004,396.1225269096592,404.02665604526646,384.5509748996467,394.9000526181908,0.02480430632850238,50.48680942337612,0.0,"[('inside', 1, 432)]",432.0,,cytoplasmic
CP002027.1,gene,903529,904828,-,MMSYN1_0766,purA,mRNA,adenylosuccinate synthase,49038.234699999986,952.4723459308069,898.0309028145982,949.0084517621166,933.1705668358405,0.03266400327672552,119.30311038194766,0.0,"[('inside', 1, 432)]",432.0,,cytoplasmic
CP002027.1,gene,905048,905201,-,MMSYN1_0767,,mRNA,ribonucleoside-diphosphate reductase subunit alpha (Ribonucleotide reductase),6162.980299999998,,,,,,,0.0,"[('inside', 1, 50)]",50.0,,cytoplasmic
CP002027.1,gene,905181,905697,-,MMSYN1_0768,mmyCIVR,mRNA,GANTC--recognizing Type II restriction modification system (MmyCIV) endonuclease subunit,20002.827400000013,,,,,,,0.0,"[('inside', 1, 171)]",171.0,,cytoplasmic
CP002027.1,gene,905858,906578,-,MMSYN1_0769,mmyCIVM,mRNA,GANTC--recognizing Type II restriction modification system (MmyCIV) adenine DNA methylase subunit,27841.288600000033,1229.000897117134,1220.6044089411448,1154.3004159010236,1201.3019073197675,0.03406339005598398,153.58291307555413,0.0,"[('inside', 1, 239)]",239.0,,cytoplasmic
CP002027.1,gene,906638,907484,-,MMSYN1_0770,,mRNA,conserved hypothetical protein,33389.565400000014,6.599646127128954,8.182555428748866,5.185091328477968,6.655764294785263,0.22529641299607986,0.850919875269361,0.0,"[('outside', 1, 281)]",281.0,,cytoplasmic
CP002027.1,gene,907589,909752,-,MMSYN1_0771,nrdE,mRNA,ribonucleoside-diphosphate reductase_ alpha subunit,81629.80300000041,3786.430525081825,3643.2334208966154,3276.7478482513034,3568.8039314099146,0.07365681564244853,456.2610786195375,0.0,"[('inside', 1, 720)]",720.0,,cytoplasmic
CP002027.1,gene,909738,910212,-,MMSYN1_0772,nrdI,mRNA,NrdI protein,17853.160899999988,1585.2578334634873,1435.7761597412787,1848.6302988960258,1623.221430700264,0.12877408364563214,207.52408230985668,0.0,"[('inside', 1, 157)]",157.0,,cytoplasmic
CP002027.1,gene,910220,911240,-,MMSYN1_0773,nrdF,mRNA,ribonucleoside-diphosphate reductase_ beta subunit,39095.595000000074,5993.114765831221,5867.240248356645,6586.152282263382,6148.835765483749,0.06243801279391248,786.1105548338869,0.0,"[('inside', 1, 339)]",339.0,,cytoplasmic
CP002027.1,gene,911538,911823,+,MMSYN1_0774,secG,mRNA,preprotein translocase_ SecG subunit,10361.33239999999,4.836043837073584,3.6724296998257158,5.653452445815137,4.720641994238146,0.21089092168883405,0.6035201847630977,2.0,"[('outside', 1, 19), ('TMhelix', 20, 29), ('inside', 30, 68), ('TMhelix', 69, 89), ('outside', 90, 94)]",94.0,,membrane
CP002027.1,gene,911858,913973,+,MMSYN1_0775,,mRNA,3'-5' exoribonuclease_ VacB/RNase II family,82061.6992000003,297.75252966195166,338.55005878974845,292.3186004314173,309.54039629437244,0.08163584595182859,39.57382860027106,0.0,"[('inside', 1, 704)]",704.0,,cytoplasmic
CP002027.1,gene,913982,914429,+,MMSYN1_0776,smpB,mRNA,SsrA-binding protein,17718.783799999994,111.85024057329791,138.0323289585349,114.03557081099743,121.30604678094342,0.11975114428614442,15.508621042534967,0.0,"[('inside', 1, 148)]",148.0,,cytoplasmic
CP002027.1,gene,914428,914914,+,MMSYN1_0777,,mRNA,conserved hypothetical protein,18769.537300000004,199.9027278223494,247.87776972463394,188.76527514283154,212.1819242299383,0.1480384204141132,27.126834500676562,1.0,"[('outside', 1, 13), ('TMhelix', 14, 34), ('inside', 35, 161)]",161.0,,membrane
CP002027.1,gene,915033,915285,+,MMSYN1_0778,,mRNA,conserved hypothetical protein,9713.706499999993,113.17858659013396,116.45383641622666,113.24251232901551,114.29164511179204,0.01638602166427738,14.611850434525318,2.0,"[('outside', 1, 14), ('TMhelix', 15, 33), ('inside', 34, 60), ('TMhelix', 61, 81), ('outside', 82, 83)]",83.0,,membrane
CP002027.1,gene,915335,917573,+,MMSYN1_0779,,mRNA,PTS system_ eiic domain protein,80716.64090000045,2693.70410733806,3249.049894417368,2935.316027068327,2959.356676274585,0.09409218322138165,378.3450408281571,8.0,"[('inside', 1, 31), ('TMhelix', 32, 52), ('outside', 53, 71), ('TMhelix', 72, 90), ('inside', 91, 96), ('TMhelix', 97, 112), ('outside', 113, 154), ('TMhelix', 155, 170), ('inside', 171, 193), ('TMhelix', 194, 214), ('outside', 215, 351), ('TMhelix', 352, 362), ('inside', 363, 400), ('TMhelix', 401, 421), ('outside', 422, 463), ('TMhelix', 464, 481), ('inside', 482, 745)]",745.0,,membrane
CP002027.1,gene,917650,918193,+,MMSYN1_0780,tnpA_5,mRNA,IS1296 transposase protein A,21203.775500000018,,,,,,,0.0,"[('inside', 1, 180)]",180.0,,cytoplasmic
CP002027.1,gene,918330,919062,+,MMSYN1_0781,tnpB_5,mRNA,IS1296 transposase protein B,28689.88480000004,,,,,,,0.0,"[('inside', 1, 243)]",243.0,,cytoplasmic
CP002027.1,gene,919156,920284,+,MMSYN1_0782,,pseudo,PSEUDOGENE - beta-lactamase,,,,,,,,,,,,Non_proteins
CP002027.1,gene,920379,921345,+,MMSYN1_0783,,mRNA,glucokinase,35233.27470000003,143.15928496753546,145.2408619206029,116.41248351196501,134.9375434667011,0.11914324837640078,17.25136777241355,0.0,"[('inside', 1, 321)]",321.0,,cytoplasmic
CP002027.1,gene,921412,922345,-,MMSYN1_0784,arcC_2,mRNA,carbamate kinase 1,33657.45430000002,0.5632241688652717,0.17926833643748455,1.8020446820001608,0.8481790624343057,0.9998905383478474,0.10843719669853008,0.0,"[('inside', 1, 310)]",310.0,,cytoplasmic
CP002027.1,gene,922357,923821,-,MMSYN1_0785,,mRNA,arginine/ornithine antiporter,53010.97050000008,1.5921864716588072,1.7409240479801367,1.3328427428296439,1.5553177541561958,0.13278557540355568,0.198842797123649,11.0,"[('inside', 1, 6), ('TMhelix', 7, 18), ('outside', 19, 62), ('TMhelix', 63, 75), ('inside', 76, 103), ('TMhelix', 104, 113), ('outside', 114, 114), ('TMhelix', 115, 125), ('inside', 126, 141), ('TMhelix', 142, 162), ('outside', 163, 183), ('TMhelix', 184, 204), ('inside', 205, 246), ('TMhelix', 247, 262), ('outside', 263, 300), ('TMhelix', 301, 316), ('inside', 317, 383), ('TMhelix', 384, 393), ('outside', 394, 422), ('TMhelix', 423, 443), ('inside', 444, 460), ('TMhelix', 461, 479), ('outside', 480, 487)]",487.0,,membrane
CP002027.1,gene,923899,924895,-,MMSYN1_0786,arcB,mRNA,ornithine carbamoyltransferase (ArcB),37273.40640000004,908.5676321393689,979.2349540362198,758.6866780715242,882.1630880823709,0.12766357497464906,112.78195435292285,0.0,"[('inside', 1, 331)]",331.0,,cytoplasmic
CP002027.1,gene,925155,927984,-,MMSYN1_0787,mgtA,mRNA,magnesium-importing ATPase,105849.83320000091,366.74262653107525,411.7769429282934,381.20301504758964,386.5741948356528,0.059477841394862035,49.42237301126063,10.0,"[('inside', 1, 74), ('TMhelix', 75, 104), ('outside', 105, 119), ('TMhelix', 120, 140), ('inside', 141, 301), ('TMhelix', 302, 322), ('outside', 323, 344), ('TMhelix', 345, 365), ('inside', 366, 726), ('TMhelix', 727, 748), ('outside', 749, 754), ('TMhelix', 755, 774), ('inside', 775, 793), ('TMhelix', 794, 814), ('outside', 815, 843), ('TMhelix', 844, 864), ('inside', 865, 876), ('TMhelix', 877, 896), ('outside', 897, 909), ('TMhelix', 910, 930), ('inside', 931, 942)]",942.0,,membrane
CP002027.1,gene,928330,929518,+,MMSYN1_0788,,mRNA,conserved hypothetical protein,47868.3885,28.11516772749967,67.22953885536083,27.215627210053807,40.8534445976381,0.5592379174797241,5.222992648429947,6.0,"[('inside', 1, 118), ('TMhelix', 119, 135), ('outside', 136, 171), ('TMhelix', 172, 190), ('inside', 191, 249), ('TMhelix', 250, 270), ('outside', 271, 300), ('TMhelix', 301, 321), ('inside', 322, 356), ('TMhelix', 357, 366), ('outside', 367, 367), ('TMhelix', 368, 377), ('inside', 378, 395)]",395.0,,membrane
CP002027.1,gene,929589,929889,-,MMSYN1_0789,atpC,mRNA,ATP synthase_ delta subunit,11145.874199999991,325.55337878689676,278.8136591553478,316.10921627797575,306.82541807340675,0.08054810841811873,39.22672662567842,0.0,"[('inside', 1, 99)]",99.0,,cytoplasmic
CP002027.1,gene,929888,931316,-,MMSYN1_0790,atpD_2,mRNA,ATP synthase F1_ beta subunit,52298.272600000106,812.4620474544952,848.3189300925732,808.6006648385373,823.1272141285352,0.02660819420599847,105.23439162739572,0.0,"[('inside', 1, 475)]",475.0,,cytoplasmic
CP002027.1,gene,931324,932167,-,MMSYN1_0791,atpG,mRNA,ATP synthase F1_ gamma subunit,31685.967300000048,181.81863426772205,175.46501894098816,174.50092262567108,177.2615252781271,0.02242958635075371,22.662364275414447,0.0,"[('inside', 1, 280)]",280.0,,cytoplasmic
CP002027.1,gene,932168,933746,-,MMSYN1_0792,atpA,mRNA,ATP synthase F1_ alpha subunit,58211.17650000006,832.0046306496023,826.1730414155753,825.297459565471,827.8250438768828,0.004404321232219009,105.83499533366468,0.0,"[('inside', 1, 525)]",525.0,,cytoplasmic
CP002027.1,gene,933757,934303,-,MMSYN1_0793,atpH,mRNA,ATP synthase F1_ delta subunit,20634.15370000001,222.11221182412282,264.9945644772462,227.29256372691455,238.13311334276116,0.09829147909071886,30.444617646975207,0.0,"[('inside', 1, 181)]",181.0,,cytoplasmic
CP002027.1,gene,934304,934850,-,MMSYN1_0794,atpF,mRNA,ATP synthase F0_ B subunit,20513.760800000007,370.69309431873535,411.9188059358634,399.63747903490776,394.08312642983554,0.05371118248196618,50.38236781464246,1.0,"[('outside', 1, 30), ('TMhelix', 31, 50), ('inside', 51, 181)]",181.0,,membrane
CP002027.1,gene,934878,935184,-,MMSYN1_0795,atpE,mRNA,ATP synthase c chain,10175.021299999995,116.98156714042518,,0.5320066588892446,58.756786899657214,1.4014087261665333,7.511882267083471,2.0,"[('signal', 1, 17), ('outside', 18, 34), ('TMhelix', 35, 60), ('inside', 61, 72), ('TMhelix', 73, 99), ('outside', 100, 101)]",101.0,,membrane
CP002027.1,gene,935213,936077,-,MMSYN1_0796,atpB,mRNA,ATP synthase FO_ A subunit,32989.55140000004,26.65975062129981,27.25679093982939,29.724756108014386,27.880432556381194,0.0582805911484413,3.56443124224205,5.0,"[('outside', 1, 18), ('TMhelix', 19, 39), ('inside', 40, 85), ('TMhelix', 86, 101), ('outside', 102, 109), ('TMhelix', 110, 130), ('inside', 131, 158), ('TMhelix', 159, 179), ('outside', 180, 237), ('TMhelix', 238, 253), ('inside', 254, 287)]",287.0,,membrane
CP002027.1,gene,936076,936313,-,MMSYN1_0797,,mRNA,conserved hypothetical protein,9072.02599999999,,,,,,,3.0,"[('outside', 1, 1), ('TMhelix', 2, 13), ('inside', 14, 22), ('TMhelix', 23, 43), ('outside', 44, 47), ('TMhelix', 48, 68), ('inside', 69, 78)]",78.0,,membrane
CP002027.1,gene,936614,937238,-,MMSYN1_0798,upp,mRNA,uracil phosphoribosyltransferase,23169.72289999999,1068.9012874797024,879.8336463061439,1100.334602143752,1016.3565119765327,0.11735282304905685,129.9381886281441,0.0,"[('inside', 1, 207)]",207.0,,cytoplasmic
CP002027.1,gene,937337,938579,-,MMSYN1_0799,glyA,mRNA,glycine hydroxymethyltransferase,45647.65739999997,2223.242420861331,2112.6172012608517,2054.4764463696765,2130.11202283062,0.040247824564816494,272.3285525896581,0.0,"[('inside', 1, 413)]",413.0,,cytoplasmic
CP002027.1,gene,938562,939006,-,MMSYN1_0800,rpiB,mRNA,ribose 5-phosphate isomerase B,16044.108099999989,1189.495054254456,1057.9357212570458,1323.0186739534477,1190.1498164883162,0.11136639057288714,152.15715108654769,0.0,"[('inside', 1, 147)]",147.0,,cytoplasmic
CP002027.1,gene,939084,939381,+,MMSYN1_0801,,mRNA,conserved hypothetical protein,11460.843099999987,101.33708560880966,101.06423641318189,118.71547396008404,107.03893199402519,0.09448059692471372,13.684612409228972,0.0,"[('inside', 1, 98)]",98.0,,cytoplasmic
CP002027.1,gene,939385,941581,-,MMSYN1_0802,,mRNA,putative liporotein,84514.66140000054,19.909797757498062,19.928073963004664,18.43156268486982,19.42314480179085,0.044214463283536294,2.483191895035676,0.0,"[('signal', 1, 23), ('outside', 24, 731)]",731.0,lipoprotein,lipoprotein
CP002027.1,gene,941670,945438,-,MMSYN1_0803,rpoC,mRNA,DNA-directed RNA polymerase_ beta' subunit,141128.1618000005,2318.40780353263,2493.9353515673806,2336.503270780098,2382.948808626703,0.04051369811228231,304.65299148267485,0.0,"[('inside', 1, 1255)]",1255.0,,cytoplasmic
CP002027.1,gene,945449,949325,-,MMSYN1_0804,rpoB,mRNA,DNA-directed RNA polymerase_ beta subunit,144898.72100000028,2198.9249674810594,2250.0458998802324,2176.7791203858683,2208.5833292490533,0.017013696034042926,282.36087815174466,0.0,"[('inside', 1, 1291)]",1291.0,,cytoplasmic
