orfs	isoform_id	n_reads	strand	n_orfs	n_with_stop	n_without_stop
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_217904	27	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_218138	10	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_217905	13	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_218140	36	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_218142	11	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_217906	32	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_218143	18	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓ MMSYN1_0666✗	ISO_218145	10	-	7	6	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✓	ISO_218147	37	-	6	6	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218148	10	-	6	5	1
MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216053	10	-	3	2	1
MMSYN1_0668✓ MMSYN1_0667✗	ISO_215668	15	-	2	1	1
MMSYN1_0668✓ MMSYN1_0667✗	ISO_215749	28	-	2	1	1
MMSYN1_0668✓ MMSYN1_0667✗	ISO_215847	18	-	2	1	1
MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216023	32	-	3	2	1
MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216339	11	-	3	2	1
MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216351	34	-	3	2	1
MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216472	19	-	3	2	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216831	12	-	4	3	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216901	17	-	4	3	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216983	13	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_217841	1816	-	6	5	1
MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216257	10	-	3	2	1
MMSYN1_0667✗	ISO_214774	10	-	1	0	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_216858	12	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218149	23	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218152	14	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_217859	23	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218155	19	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218156	21	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218158	10	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_217908	13	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218163	12	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_218164	22	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓ MMSYN1_0667✗	ISO_217910	39	-	6	5	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓	ISO_218165	15	-	5	5	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✓	ISO_218166	12	-	5	5	0
MMSYN1_0668✗	ISO_215742	12	-	1	0	1
MMSYN1_0668✗	ISO_215965	11	-	1	0	1
MMSYN1_0668✗	ISO_216004	12	-	1	0	1
MMSYN1_0669✓ MMSYN1_0668✗	ISO_216024	19	-	2	1	1
MMSYN1_0669✓ MMSYN1_0668✗	ISO_216343	26	-	2	1	1
MMSYN1_0669✓ MMSYN1_0668✗	ISO_216388	19	-	2	1	1
MMSYN1_0669✓ MMSYN1_0668✗	ISO_216434	10	-	2	1	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_216843	11	-	3	2	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_216902	17	-	3	2	1
MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_216985	16	-	3	2	1
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217374	10	-	4	3	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217850	1096	-	5	4	1
MMSYN1_0669✓ MMSYN1_0668✗	ISO_216125	16	-	2	1	1
MMSYN1_0669✓ MMSYN1_0668✗	ISO_216467	13	-	2	1	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217911	445	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218167	33	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218168	14	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218169	19	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217912	39	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217913	16	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218171	11	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218172	28	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218173	34	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218174	18	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217861	41	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217862	119	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218175	37	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218176	16	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217914	14	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218177	23	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218178	19	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218179	15	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218180	11	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217915	37	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218181	16	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217836	21	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217916	23	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218182	25	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218183	15	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217863	25	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218184	29	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218185	27	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218186	19	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218187	16	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218188	16	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218189	29	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217917	21	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217918	40	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217919	53	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217864	35	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218191	21	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218192	15	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217921	33	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217922	28	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218194	44	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218195	10	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218196	43	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218197	19	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218198	70	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217923	47	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217924	33	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218200	28	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218201	53	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218202	34	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217925	32	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218203	24	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217865	333	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217926	71	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217851	158	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217927	102	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217928	34	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218205	30	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218206	23	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218207	10	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217847	36	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218208	18	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218209	10	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217866	37	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218210	38	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217929	29	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218211	76	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217930	77	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_218212	34	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217931	62	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓ MMSYN1_0668✗	ISO_217932	117	-	5	4	1
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_218214	23	-	4	4	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216833	28	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216974	22	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217336	15	-	2	2	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217590	14	-	3	3	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217845	15265	-	4	4	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217165	12	-	2	2	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_218215	33	-	4	4	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217705	14	-	3	3	0
MMSYN1_0669✓	ISO_216344	112	-	1	1	0
MMSYN1_0669✓	ISO_216431	11	-	1	1	0
MMSYN1_0669✓	ISO_216464	20	-	1	1	0
MMSYN1_0669✓	ISO_216520	13	-	1	1	0
MMSYN1_0669✓	ISO_216549	14	-	1	1	0
MMSYN1_0669✓	ISO_216576	23	-	1	1	0
MMSYN1_0669✓	ISO_216604	11	-	1	1	0
MMSYN1_0669✓	ISO_216630	21	-	1	1	0
MMSYN1_0669✓	ISO_216636	17	-	1	1	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216650	32	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216665	23	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216679	14	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216699	10	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216704	31	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216715	17	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216729	20	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216751	19	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216758	14	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216768	27	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216784	17	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216789	20	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216815	10	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216821	27	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216835	62	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216859	64	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216889	26	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216900	153	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216934	29	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216951	35	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216966	37	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216979	85	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_216999	14	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217009	17	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217019	24	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217034	38	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217042	23	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217054	31	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217069	15	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217081	25	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217089	24	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217101	28	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217114	16	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217121	31	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217136	21	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217151	20	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217158	14	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217171	37	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217180	16	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217190	14	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217199	33	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217209	32	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217224	21	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217234	27	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217246	19	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217251	21	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217258	18	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217264	10	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217270	16	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217278	14	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217297	22	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217310	53	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217326	79	-	2	2	0
MMSYN1_0670✓ MMSYN1_0669✓	ISO_217347	29	-	2	2	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217367	88	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217397	60	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217416	44	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217428	35	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217447	11	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217462	21	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217469	14	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217474	17	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217486	30	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217500	23	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217509	16	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217522	33	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217532	11	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217541	35	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217555	20	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217566	26	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217580	19	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217598	15	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217610	66	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217634	41	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217649	56	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217658	21	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217672	17	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217679	22	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217691	27	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217714	28	-	3	3	0
MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217731	53	-	3	3	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217753	79	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217776	13	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217790	27	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217806	13	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217830	77	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217855	33949	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_217933	107	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✓	ISO_218217	15	-	4	4	0
MMSYN1_0672✓ MMSYN1_0671✓ MMSYN1_0670✓ MMSYN1_0669✗	ISO_217852	121	-	4	3	1
